simplified	TH	example_TH
环节	ขั้นตอน	ทุกขั้นตอนของการอบรมล้วนสำคัญมาก
还原	คืนค่า	กรุณาคืนค่าการตั้งค่าเป็นค่าเริ่มต้น
缓和	ผ่อนคลายลง	ความสัมพันธ์ของทั้งสองฝ่ายค่อยๆ ผ่อนคลายลง
患者	ผู้ป่วย	หมอกำลังสอบถามอาการของผู้ป่วย
荒凉	รกร้าง	ผืนดินแห่งนี้ดูรกร้างมาก
荒谬	ไร้สาระ	คำอธิบายนี้ฟังดูไร้สาระมาก
荒唐	เหลวไหล	การตัดสินใจของเขาเหลวไหลเกินไป
皇帝	จักรพรรดิ	จักรพรรดิอาศัยอยู่ในพระราชวังอันยิ่งใหญ่
皇后	จักรพรรดินี	จักรพรรดินีเข้าร่วมพิธีเฉลิมฉลอง
黄昏	ยามพลบค่ำ	ยามพลบค่ำ ไฟถนนก็สว่างขึ้น
恍然大悟	เข้าใจขึ้นมาทันที	หลังฟังคำอธิบาย เขาก็เข้าใจขึ้นมาทันที
晃	วูบผ่าน	มีอะไรบางอย่างวูบผ่านตรงหน้า แล้วเขาก็หายไป
挥霍	ใช้จ่ายสุรุ่ยสุร่าย	เขาไม่ควรใช้เงินของพ่อแม่อย่างสุรุ่ยสุร่าย
辉煌	รุ่งโรจน์	เมืองนี้มีประวัติศาสตร์ที่รุ่งโรจน์
回报	ผลตอบแทน	การทำงานหนักสุดท้ายจะมีผลตอบแทน
回避	หลีกเลี่ยง	เขาหลีกเลี่ยงปัญหานี้มาตลอด
回顾	ทบทวน	ตอนท้ายการประชุมได้ทบทวนงานทั้งปี
回收	รีไซเคิล	ชุมชนเริ่มรีไซเคิลแบตเตอรี่เก่า
悔恨	เสียใจภายหลัง	เขารู้สึกเสียใจภายหลังต่อความผิดพลาดในอดีต
毁灭	ทำลายล้าง	สงครามเกือบทำลายล้างเมืองนี้
会晤	พบหารือ	ผู้นำสองประเทศจะพบหารือกันพรุ่งนี้
汇报	รายงาน	เขารายงานความคืบหน้าให้ผู้จัดการทราบ
贿赂	สินบน	เจ้าหน้าที่ถูกสอบสวนเพราะรับสินบน
昏迷	หมดสติ	ผู้ป่วยยังอยู่ในภาวะหมดสติ
荤	อาหารเนื้อ	จานนี้เป็นอาหารเนื้อ ไม่เหมาะกับผู้กินมังสวิรัติ
浑身	ทั่วทั้งตัว	หลังวิ่งเสร็จ เขามีเหงื่อท่วมทั้งตัว
