hsk_key	source_word	simplified	HI	example_HI	BN	example_BN	TL	example_TL
4123:寒冬	寒冬	寒冬	कड़ाके की सर्दी; भीषण शीत	कड़ाके की सर्दी में सड़क पर लोग बहुत कम थे।	তীব্র শীত; কঠিন শীতকাল	তীব্র শীতে রাস্তায় পথচারী খুব কম ছিল।	malamig na taglamig; matinding lamig	Kaunti ang naglalakad sa kalye sa matinding lamig ng taglamig.
4126:旱灾	旱灾	旱灾	सूखा आपदा; अकाल जैसी सूखा स्थिति	सूखे ने स्थानीय कृषि को प्रभावित किया।	খরার দুর্যোগ	খরা স্থানীয় কৃষিকে প্রভাবিত করেছে।	sakuna ng tagtuyot	Naapektuhan ng tagtuyot ang lokal na agrikultura.
4128:毫不	毫不	毫不	बिल्कुल नहीं; जरा भी नहीं	कठिनाइयों के सामने वह बिल्कुल पीछे नहीं हटा।	একটুও নয়; মোটেই না	কঠিনতার মুখে সে একটুও পিছিয়ে যায়নি।	kahit kaunti ay hindi	Hindi siya umatras kahit kaunti sa harap ng kahirapan.
4131:毫升	毫升	毫升	मिलीलीटर	इस दवा की हर बार दस मिलीलीटर मात्रा लें।	মিলিলিটার	এই ওষুধ প্রতিবার দশ মিলিলিটার করে সেবন করুন।	mililitro	Uminom ng sampung mililitro ng gamot na ito bawat beses.
4132:好不	好不	好不	बहुत; कितना	त्योहार में सड़क बहुत चहल-पहल वाली थी।	খুবই; কী ভীষণ	উৎসবের সময় রাস্তা ভীষণ জমজমাট ছিল।	napaka; lubhang	Napakasisigla ng kalye noong pista.
4133:好感	好感	好感	अच्छी भावना; अनुकूल छाप	पहली मुलाकात में ही उसे उसके प्रति अच्छी भावना हो गई।	ভালো ধারণা; অনুকূল অনুভূতি	প্রথম দেখা হওয়ার পরই তার প্রতি তার ভালো ধারণা জন্মাল।	magandang impresyon; paghanga	Matapos ang unang pagkikita, nagkaroon siya ng magandang impresyon sa kanya.
4134:好容易	好容易	好容易	बड़ी मुश्किल से; आखिरकार	वह बड़ी मुश्किल से टिकट खरीद पाया।	অনেক কষ্টে; অবশেষে	সে অনেক কষ্টে টিকিট কিনতে পেরেছে।	mahirap na nakaya; sa wakas	Sa hirap, nakabili rin siya ng tiket.
4136:好学	好学	好学	सीखने को उत्सुक; अध्ययनशील	यह छात्र होशियार और सीखने को उत्सुक है।	শিখতে আগ্রহী; অধ্যয়নপ্রিয়	এই ছাত্রটি বুদ্ধিমান এবং শিখতে আগ্রহী।	masikap matuto; mahilig mag-aral	Matalino at masikap matuto ang estudyanteng ito.
4144:黑暗	黑暗	黑暗	अंधकार; अंधेरा	बिजली जाने के बाद कमरे में पूरा अंधेरा हो गया।	অন্ধকার	বিদ্যুৎ চলে যাওয়ার পর ঘর একেবারে অন্ধকার হয়ে গেল।	kadiliman; madilim	Matapos mawalan ng kuryente, nabalot ng dilim ang silid.
4146:狠	狠	狠	कठोर; तीखा	वह बोलते समय थोड़ा कठोर होता है।	কঠোর; কড়া	তার কথা বলার ভঙ্গি একটু কঠোর।	malupit; masakit magsalita	Medyo masakit siyang magsalita.
4149:衡量	衡量	衡量	मापना; आकलन करना	किसी छात्र को सिर्फ अंकों से नहीं माप सकते।	মাপা; মূল্যায়ন করা	শুধু ফলাফল দিয়ে একজন ছাত্রকে মূল্যায়ন করা যায় না।	sukatin; tasahin	Hindi maaaring sukatin ang isang estudyante sa marka lamang.
4150:宏大	宏大	宏大	विशाल; भव्य	इस योजना के लक्ष्य बहुत विशाल हैं।	বিরাট; মহৎ	এই পরিকল্পনার লক্ষ্য খুব বিরাট।	malaki; engrande	Engrande ang mga layunin ng planong ito.
4153:后期	后期	后期	बाद का चरण; अंतिम अवधि	परियोजना के बाद के चरण में अधिक धन चाहिए।	পরবর্তী পর্যায়; শেষ দিক	প্রকল্পের পরবর্তী পর্যায়ে আরও অর্থের দরকার।	huling yugto; kalaunang bahagi	Kailangan ng mas maraming pondo sa huling yugto ng proyekto.
4154:后人	后人	后人	आने वाली पीढ़ियां; बाद के लोग	इस पुस्तक ने आने वाली कई पीढ़ियों को प्रभावित किया।	পরবর্তী প্রজন্ম	এই বই পরবর্তী বহু প্রজন্মকে প্রভাবিত করেছে।	salinlahi; mga susunod na tao	Naapektuhan ng aklat na ito ang maraming sumunod na salinlahi.
4155:后退	后退	后退	पीछे हटना	अलार्म सुनकर सभी तुरंत पीछे हट गए।	পিছিয়ে যাওয়া	সতর্কসংকেত শুনে সবাই সঙ্গে সঙ্গে পিছিয়ে গেল।	umatras; umurong	Pagkarinig ng alarma, agad umatras ang lahat.
4156:后者	后者	后者	बाद वाला; दूसरा	दोनों योजनाएं अच्छी हैं, लेकिन बाद वाली सस्ती है।	পরেরটি; দ্বিতীয়টি	দুটি পরিকল্পনাই ভালো, কিন্তু পরেরটি সস্তা।	ang huli; ang pangalawa	Maganda ang dalawang plano, pero mas mura ang huli.
