hsk_key	source_word	simplified	SR	example_SR	SL	example_SL	LT	example_LT	LV	example_LV	ET	example_ET	IS	example_IS
4033:高端	高端	高端	vrhunski; visoke klase	Ova prodavnica uglavnom prodaje vrhunske telefone.	višjega razreda; vrhunski	Ta trgovina prodaja predvsem vrhunske mobilne telefone.	aukštos klasės; prabangus	Ši parduotuvė daugiausia parduoda aukštos klasės mobiliuosius telefonus.	augstākās klases	Šis veikals galvenokārt pārdod augstākās klases mobilos tālruņus.	tippklassi; kõrgekvaliteediline	See pood müüb peamiselt tippklassi mobiiltelefone.	hágæða; í efsta flokki	Þessi verslun selur aðallega hágæða farsíma.
4036:高手	高手	高手	stručnjak; majstor	On je majstor u šahu.	mojster; strokovnjak	On je mojster v šahu.	meistras; įgudęs žmogus	Jis yra šachmatų meistras.	meistars; lietpratējs	Viņš ir šaha meistars.	meister; oskaja	Ta on males meister.	sérfræðingur; snillingur	Hann er snillingur í skák.
4037:高新技术	高新技术	高新技术	visoka i nova tehnologija	Ova kompanija se bavi istraživanjem visokih tehnologija.	visoka in nova tehnologija	To podjetje se ukvarja z visokimi tehnologijami.	aukštosios ir naujosios technologijos	Ši įmonė specializuojasi aukštosiose ir naujosiose technologijose.	augstās un jaunās tehnoloģijas	Šis uzņēmums specializējas augstajās un jaunajās tehnoloģijās.	kõrg- ja uus tehnoloogia	See ettevõte on spetsialiseerunud kõrg- ja uuele tehnoloogiale.	hátækni og ný tækni	Þetta fyrirtæki sérhæfir sig í hátækni og nýrri tækni.
4038:高原	高原	高原	visoravan; plato	Vazduh na Ćinghajsko-tibetanskoj visoravni je prilično redak.	planota	Zrak na Qinghai-tibetanski planoti je precej redek.	plynaukštė	Činghajaus-Tibeto plynaukštėje oras gana retas.	plato; augstiene	Gaiss Cjinhajas-Tibetas plato ir diezgan rets.	platoo; kõrgustik	Qinghai-Tiibeti platool on õhk üsna hõre.	háslétta	Loftið á Qinghai-Tíbet-hásléttunni er frekar þunnt.
4040:稿子	稿子	稿子	nacrt; rukopis	Molim te, pošalji rukopis uredniku.	osnutek; rokopis	Prosim, pošlji rokopis uredniku.	juodraštis; rankraštis	Prašau nusiųsti rankraštį redaktoriui.	melnraksts; manuskripts	Lūdzu, nosūti manuskriptu redaktoram.	mustand; käsikiri	Palun saada käsikiri toimetajale.	uppkast; handrit	Vinsamlegast sendu handritið til ritstjórans.
4042:歌唱	歌唱	歌唱	pevati	Deca pevaju na sceni.	peti	Otroci pojejo na odru.	dainuoti	Vaikai dainuoja scenoje.	dziedāt	Bērni dzied uz skatuves.	laulma	Lapsed laulavad laval.	syngja	Börnin syngja á sviðinu.
4050:公	公	公	zajednički; javni	Molim vas, koristite zajedničke štapiće za posluživanje tokom jela.	skupen; javen	Pri jedi uporabljajte skupne servirne palčke.	bendras; viešas	Valgydami naudokite bendras serviravimo lazdeles.	kopīgs; publisks	Ēdot, lūdzu, izmantojiet kopīgos pasniegšanas irbulīšus.	ühine; avalik	Palun kasutage söömisel ühiseid serveerimispulki.	sameiginlegur; opinber	Vinsamlegast notið sameiginlega framreiðslupinna við máltíðina.
4051:宫	宫	宫	palata; dvorac	Ova palata je dobro očuvana.	palača	Ta palača je dobro ohranjena.	rūmai	Šie rūmai gerai išsaugoti.	pils	Šī pils ir labi saglabāta.	palee	See palee on hästi säilinud.	höll	Þessi höll er vel varðveitt.
4052:公安	公安	公安	javna bezbednost; policija	Policajci su brzo stigli na mesto događaja.	javna varnost; policija	Policisti so hitro prispeli na kraj dogodka.	viešasis saugumas; policija	Viešojo saugumo pareigūnai greitai atvyko į įvykio vietą.	sabiedriskā drošība; policija	Sabiedriskās drošības darbinieki ātri ieradās notikuma vietā.	avalik julgeolek; politsei	Politseinikud jõudsid kiiresti sündmuskohale.	almannaöryggi; lögregla	Lögreglumenn komu fljótt á vettvang.
4053:工地	工地	工地	gradilište	Pored gradilišta je veoma bučno.	gradbišče	Ob gradbišču je zelo hrupno.	statybvietė	Šalia statybvietės labai triukšminga.	būvlaukums	Blakus būvlaukumam ir ļoti trokšņaini.	ehitusplats	Ehitusplatsi kõrval on väga lärmakas.	byggingarsvæði	Það er hávaði við hliðina á byggingarsvæðinu.
4054:工夫	工夫	工夫	trud; vreme	Za dobro učenje kaligrafije treba uložiti trud.	trud; čas	Za dobro učenje kaligrafije je treba vložiti trud.	pastangos; laikas	Norint gerai išmokti kaligrafijos, reikia pastangų.	pūles; laiks	Lai labi apgūtu kaligrāfiju, jāpieliek pūles.	vaev; aeg	Kalligraafia hästi õppimiseks tuleb vaeva näha.	fyrirhöfn; tími	Til að læra skrautskrift vel þarf að leggja sig fram.
4062:工序	工序	工序	radni postupak; proces	Ovaj postupak mora da obavi mašina.	delovni postopek; proces	Ta postopek mora opraviti stroj.	darbo procesas; procedūra	Šį procesą turi atlikti mašina.	darba process; procedūra	Šī procedūra jāveic mašīnai.	tööprotseduur; protsess	Selle tööetapi peab tegema masin.	verkferli; ferli	Þetta verkferli þarf vél að framkvæma.
4063:公益	公益	公益	javna korist; dobrotvorni rad	On često učestvuje u društveno korisnim aktivnostima.	javna korist; dobrodelnost	Pogosto sodeluje v dobrodelnih dejavnostih.	visuomenės gerovė; labdaringa veikla	Jis dažnai dalyvauja visuomenės gerovės veikloje.	sabiedriskais labums; labdarība	Viņš bieži piedalās sabiedriskā labuma aktivitātēs.	avalik hüve; heategevus	Ta osaleb sageli heategevuslikes tegevustes.	almannaheill; góðgerðarstarf	Hann tekur oft þátt í góðgerðarstarfi.
4064:供应	供应	供应	snabdevati; obezbediti	Ova kompanija snabdeva svežim povrćem.	oskrbovati; dobavljati	To podjetje dobavlja svežo zelenjavo.	tiekti; aprūpinti	Ši įmonė tiekia šviežias daržoves.	piegādāt; apgādāt	Šis uzņēmums piegādā svaigus dārzeņus.	varustama; tarnima	See ettevõte tarnib värskeid köögivilju.	útvega; afhenda	Þetta fyrirtæki útvegar ferskt grænmeti.
4067:公众	公众	公众	javnost	Ova vest je brzo privukla pažnju javnosti.	javnost	Ta novica je hitro pritegnila pozornost javnosti.	visuomenė; publika	Ši žinia greitai patraukė visuomenės dėmesį.	sabiedrība; publika	Šī ziņa ātri piesaistīja sabiedrības uzmanību.	avalikkus	See uudis äratas kiiresti avalikkuse tähelepanu.	almenningur	Þessi frétt vakti fljótt athygli almennings.
4071:沟	沟	沟	kanal; jarak	Kišnica je otišla u kanal pored puta.	jarek; kanal	Deževnica je stekla v jarek ob cesti.	griovys; kanalas	Lietaus vanduo sutekėjo į griovį prie kelio.	grāvis; kanāls	Lietus ūdens ieplūda ceļa malas grāvī.	kraav; kanal	Vihmavesi voolas teeäärsesse kraavi.	skurður; rás	Regnvatnið rann í skurðinn við veginn.
4072:构造	构造	构造	konstrukcija; struktura	Nastavnik je objasnio konstrukciju ovog mosta.	zgradba; konstrukcija	Učitelj je razložil zgradbo tega mostu.	konstrukcija; struktūra	Mokytojas paaiškino šio tilto konstrukciją.	konstrukcija; struktūra	Skolotājs izskaidroja šī tilta konstrukciju.	ehitus; struktuur	Õpetaja selgitas selle silla konstruktsiooni.	bygging; uppbygging	Kennarinn útskýrði uppbyggingu brúarinnar.
4076:古迹	古迹	古迹	istorijska znamenitost; spomenik	Turisti su posetili lokalne istorijske znamenitosti.	zgodovinska znamenitost	Turisti so obiskali lokalne zgodovinske znamenitosti.	istorinė vieta; paminklas	Turistai aplankė vietines istorines vietas.	vēsturiska vieta; piemineklis	Tūristi apmeklēja vietējās vēsturiskās vietas.	ajalooline paik; mälestis	Turistid külastasid kohalikke ajaloolisi paiku.	sögustaður; fornminjar	Ferðamennirnir heimsóttu sögustaði á svæðinu.
4078:古人	古人	古人	ljudi iz davnina	Drevni ljudi su vrlo rano posmatrali zvezdano nebo.	stari ljudje; ljudje iz davnine	Ljudje iz davnine so zelo zgodaj opazovali zvezdnato nebo.	senovės žmonės	Senovės žmonės labai anksti stebėjo žvaigždėtą dangų.	senie cilvēki	Senie cilvēki jau ļoti agri vēroja zvaigžņotās debesis.	muistsed inimesed	Muistsed inimesed jälgisid tähistaevast juba ammu.	fornmenn; fólk til forna	Fornmenn fylgdust snemma með stjörnubjörtum himni.
4079:股市	股市	股市	berza; tržište akcija	Berza je danas snažno oscilirala.	borza; delniški trg	Delniški trg je danes močno nihal.	akcijų rinka; birža	Šiandien akcijų rinka smarkiai svyravo.	akciju tirgus; birža	Šodien akciju tirgus ļoti svārstījās.	aktsiaturg; börs	Aktsiaturg kõikus täna tugevalt.	hlutabréfamarkaður	Hlutabréfamarkaðurinn sveiflaðist mikið í dag.
4082:顾	顾	顾	paziti; uzeti u obzir	Toliko je zauzet poslom da ne stiže ni da se odmori.	skrbeti za; upoštevati	Tako je zaposlen z delom, da ne utegne počivati.	pasirūpinti; atsižvelgti	Jis taip užsiėmęs darbu, kad nebespėja pailsėti.	rūpēties; ņemt vērā	Viņš ir tik aizņemts darbā, ka nepaspēj pat atpūsties.	hoolitsema; arvestama	Ta on tööga nii hõivatud, et ei jõua puhata.	sjá um; taka tillit til	Hann er svo upptekinn í vinnu að hann nær ekki að hvíla sig.
4086:拐	拐	拐	skrenuti; oteti	Na raskrsnici ispred skreni desno.	zaviti; ugrabiti	Na križišču pred seboj zavij desno.	pasukti; pagrobti	Priekyje esančioje sankryžoje pasuk į dešinę.	nogriezties; nolaupīt	Priekšā esošajā krustojumā nogriezies pa labi.	pöörama; röövima	Eesoleval ristmikul pööra paremale.	beygja; nema á brott	Beygðu til hægri á gatnamótunum fram undan.
4089:关爱	关爱	关爱	brinuti o; pokazati pažnju	Društvo treba da brine o starijima.	skrbeti za; izkazati skrb	Družba bi morala skrbeti za starejše.	rūpintis; rodyti dėmesį	Visuomenė turėtų rūpintis vyresnio amžiaus žmonėmis.	rūpēties par; izrādīt gādību	Sabiedrībai jārūpējas par vecāka gadagājuma cilvēkiem.	hoolima; hoolitsema	Ühiskond peaks eakate eest hoolitsema.	sýna umhyggju; annast	Samfélagið ætti að sýna eldra fólki umhyggju.
4093:关联	关联	关联	povezati; veza	Ova dva problema su međusobno povezana.	povezava; biti povezan	Ti dve vprašanji sta med seboj povezani.	ryšys; sietis	Šie du klausimai yra tarpusavyje susiję.	saistība; saistīt	Šie divi jautājumi ir savstarpēji saistīti.	seos; seotud olema	Need kaks probleemi on omavahel seotud.	tengsl; tengjast	Þessi tvö mál tengjast hvort öðru.
4094:观赏	观赏	观赏	posmatrati; uživati u	Turisti su posmatrali zalazak sunca pored jezera.	opazovati; občudovati	Turisti so ob jezeru opazovali sončni zahod.	stebėti; grožėtis	Turistai prie ežero stebėjo saulėlydį.	vērot; baudīt	Tūristi pie ezera vēroja saulrietu.	vaatlema; nautima	Turistid vaatasid järve ääres päikeseloojangut.	horfa á; njóta	Ferðamennirnir horfðu á sólarlagið við vatnið.
4095:官员	官员	官员	zvaničnik; službenik	Ovaj zvaničnik je odgovorio na pitanja novinara.	uradnik; funkcionar	Ta uradnik je odgovoril na novinarjeva vprašanja.	pareigūnas; valdininkas	Šis pareigūnas atsakė į žurnalisto klausimus.	amatpersona; ierēdnis	Šī amatpersona atbildēja uz žurnālista jautājumiem.	ametnik	See ametnik vastas ajakirjaniku küsimustele.	embættismaður; opinber starfsmaður	Þessi embættismaður svaraði spurningum blaðamannsins.
4096:管道	管道	管道	cevovod; cev	Radnici proveravaju podzemni cevovod.	cevovod; cev	Delavci pregledujejo podzemni cevovod.	vamzdynas; vamzdis	Darbininkai tikrina požeminį vamzdyną.	cauruļvads; caurule	Strādnieki pārbauda pazemes cauruļvadu.	torujuhe; toru	Töölised kontrollivad maa-alust torujuhet.	leiðsla; rör	Verkamenn skoða neðanjarðarleiðsluna.
4099:归	归	归	pripadati; vratiti se	Ova knjiga pripada biblioteci.	pripadati; vrniti se	Ta knjiga pripada knjižnici.	priklausyti; grįžti	Ši knyga priklauso bibliotekai.	piederēt; atgriezties	Šī grāmata pieder bibliotēkai.	kuuluma; tagasi pöörduma	See raamat kuulub raamatukogule.	tilheyra; snúa aftur	Þessi bók tilheyrir bókasafninu.
4106:贵重	贵重	贵重	dragocen; vredan	Molim vas, stavite dragocene stvari u sef.	dragocen; vreden	Prosimo, položite dragocenosti v sef.	vertingas; brangus	Prašome vertingus daiktus padėti į seifą.	vērtīgs; dārgs	Lūdzu, ielieciet vērtīgās mantas seifā.	väärtuslik; hinnaline	Palun pange väärtuslikud esemed seifi.	verðmætur; dýrmætur	Vinsamlegast settu verðmæta hluti í öryggisskápinn.
4107:棍	棍	棍	štap; motka	Štapom je podupro šator.	palica; drog	S palico je podprl šotor.	lazda; strypas	Jis parėmė palapinę lazda.	nūja; kārts	Viņš ar nūju atbalstīja telti.	kepp; latt	Ta toetas telki kepiga.	stafur; stöng	Hann studdi tjaldið með priki.
4108:国宝	国宝	国宝	nacionalno blago	Mnogi ljudi smatraju pandu nacionalnim blagom.	narodni zaklad; nacionalno bogastvo	Veliko ljudi ima pando za narodni zaklad.	nacionalinis turtas	Daugelis žmonių laiko pandą nacionaliniu turtu.	nacionālais dārgums	Daudzi cilvēki uzskata pandu par nacionālo dārgumu.	rahvuslik aare	Paljud peavad pandat rahvuslikuks aardeks.	þjóðargersemi	Margir líta á pönduna sem þjóðargersemi.
4109:国产	国产	国产	domaći; proizveden u zemlji	Ovaj automobil je domaći brend.	domače proizvodnje	Ta avto je domača znamka.	vietinės gamybos	Šis automobilis yra vietinės gamybos prekės ženklas.	vietējā ražojuma	Šī automašīna ir vietējā ražojuma zīmols.	kodumaine; kohapeal toodetud	See auto on kodumaine kaubamärk.	innlend framleiðsla; innlendur	Þessi bíll er innlent vörumerki.
4110:国歌	国歌	国歌	državna himna	Pre utakmice svi su zajedno pevali himnu.	državna himna	Pred tekmo so vsi skupaj zapeli državno himno.	valstybės himnas	Prieš rungtynes visi kartu giedojo valstybės himną.	valsts himna	Pirms spēles visi kopā dziedāja valsts himnu.	riigihümn	Enne mängu laulsid kõik koos riigihümni.	þjóðsöngur	Fyrir leikinn sungu allir þjóðsönginn saman.
4111:国旗	国旗	国旗	državna zastava	Na ulazu u školu visi državna zastava.	državna zastava	Pred vhodom v šolo visi državna zastava.	valstybės vėliava	Prie mokyklos vartų kabo valstybės vėliava.	valsts karogs	Pie skolas ieejas karājas valsts karogs.	riigilipp	Kooli väravas ripub riigilipp.	þjóðfáni	Þjóðfáninn hangir við skólahliðið.
4112:国情	国情	国情	stanje u zemlji; nacionalne okolnosti	Pri donošenju politike treba uzeti u obzir stanje u zemlji.	nacionalne razmere; stanje države	Pri oblikovanju politike je treba upoštevati razmere v državi.	nacionalinės sąlygos; šalies padėtis	Formuojant politiką reikia atsižvelgti į šalies sąlygas.	valsts apstākļi; nacionālā situācija	Veidojot politiku, jāņem vērā valsts apstākļi.	riigi olud; rahvuslik olukord	Poliitikat tehes tuleb arvestada riigi olusid.	þjóðaraðstæður; aðstæður landsins	Við stefnumótun þarf að taka tillit til aðstæðna landsins.
4115:过后	过后	过后	posle; nakon toga	Posle kiše vazduh je bio svež.	po tem; potem	Po dežju je bil zrak svež.	po to; vėliau	Po lietaus oras buvo gaivus.	pēc tam; vēlāk	Pēc lietus gaiss bija svaigs.	pärast; hiljem	Pärast vihma oli õhk värske.	eftir á; síðar	Eftir rigninguna var loftið ferskt.
4116:过时	过时	过时	zastareo; van mode	Ovaj dizajn je već zastareo.	zastarel; iz mode	Ta dizajn je že zastarel.	pasenęs; nebeaktualus	Šis dizainas jau pasenęs.	novecojis; izgājis no modes	Šis dizains jau ir novecojis.	aegunud; moest läinud	See kujundus on juba aegunud.	úreltur; kominn úr tísku	Þessi hönnun er þegar úrelt.
4117:海内外	海内外	海内外	u zemlji i inostranstvu	Ovaj univerzitet privlači studente iz zemlje i inostranstva.	doma in v tujini	Ta univerza privablja študente doma in iz tujine.	šalyje ir užsienyje	Šis universitetas pritraukia studentų iš šalies ir užsienio.	valstī un ārzemēs	Šī universitāte piesaista studentus no valsts un ārzemēm.	kodu- ja välismaal	See ülikool meelitab tudengeid nii kodu- kui välismaalt.	heima og erlendis	Þessi háskóli laðar að sér nemendur heima og erlendis.
4118:海岸	海岸	海岸	obala; primorje	Šetali smo duž obale.	obala	Sprehodili smo se ob obali.	pakrantė; pajūris	Ėjome palei pakrantę.	piekraste; jūras krasts	Mēs pastaigājāmies gar piekrasti.	rannik; mererand	Jalutasime mööda rannikut.	strönd; sjávarbakki	Við gengum meðfram ströndinni.
4120:海面	海面	海面	površina mora	Zalazak sunca je obasjao površinu mora.	morska gladina	Sončni zahod je sijal na morsko gladino.	jūros paviršius	Saulėlydis nušvietė jūros paviršių.	jūras virsma	Saulriets apspīdēja jūras virsmu.	merepind	Päikeseloojang paistis merepinnale.	sjávarflötur	Sólarlagið skein á sjávarflötinn.
4121:海域	海域	海域	morsko područje; vode	Ovo morsko područje je pogodno za ribolov.	morsko območje; vode	To morsko območje je primerno za ribolov.	jūros zona; vandenys	Ši jūros zona tinkama žvejybai.	jūras apgabals; ūdeņi	Šī jūras teritorija ir piemērota zvejai.	mereala; veed	See mereala sobib kalapüügiks.	hafsvæði; sjósvæði	Þetta hafsvæði hentar til fiskveiða.
4122:害	害	害	šteta; štetiti	Pušenje šteti telu.	škoda; škodovati	Kajenje škoduje telesu.	žala; kenkti	Rūkymas kenkia kūnui.	kaitējums; kaitēt	Smēķēšana kaitē ķermenim.	kahju; kahjustama	Suitsetamine kahjustab keha.	skaði; skaða	Reykingar skaða líkamann.
4123:寒冬	寒冬	寒冬	hladna zima	Tokom hladne zime na ulici je malo pešaka.	mrzla zima	V mrzli zimi je na ulici malo pešcev.	šalta žiema	Šaltą žiemą gatvėje mažai pėsčiųjų.	auksta ziema	Aukstā ziemā uz ielas ir maz gājēju.	külm talv	Külmal talvel on tänaval vähe jalakäijaid.	kaldur vetur	Á köldum vetri eru fáir gangandi á götunni.
4126:旱灾	旱灾	旱灾	suša; katastrofalna suša	Suša je uticala na lokalnu poljoprivredu.	sušna nesreča; suša	Suša je vplivala na lokalno kmetijstvo.	sausra; sausros nelaimė	Sausra paveikė vietos žemės ūkį.	sausums; sausuma izraisīta nelaime	Sausums ietekmēja vietējo lauksaimniecību.	põuakahju; põud	Põud mõjutas kohalikku põllumajandust.	þurrkahamfarir; þurrkur	Þurrkurinn hafði áhrif á landbúnað á svæðinu.
