hsk_key	source_word	simplified	ML	example_ML	KK	example_KK
4159:胡子	胡子	胡子	താടി; മീശ	അവന്റെ താടി ഇതിനകം വെള്ളയായി.	сақал; мұрт	Оның сақалы ағарып кеткен.
4160:户	户	户	കുടുംബം; വീട് എന്ന എണ്ണൽവാക്ക്	ഈ ഗ്രാമത്തിൽ മൂന്നു നൂറ് കുടുംബങ്ങളുണ്ട്.	үй шаруашылығы; отбасы	Бұл ауылда үш жүз үй бар.
4161:互助	互助	互助	പരസ്പരം സഹായിക്കുക	അയൽക്കാർ തമ്മിൽ പരസ്പരം സഹായിക്കണം.	өзара көмектесу	Көршілер бір-біріне көмектесуі керек.
4162:花朵	花朵	花朵	പൂവ്; പുഷ്പം	വസന്തത്തിൽ പൂക്കൾ പാർക്കിലൊട്ടാകെ വിരിഞ്ഞു.	гүл; гүл шоғы	Көктемде гүлдер саябақтың бәрінде ашылды.
4164:滑冰	滑冰	滑冰	ഐസ് സ്കേറ്റിംഗ് ചെയ്യുക	അവൾ ബാല്യത്തിൽ നിന്ന് ഐസ് സ്കേറ്റിംഗ് പഠിക്കുന്നു.	коньки тебу	Ол бала кезінен коньки тебуді үйренді.
4165:滑行	滑行	滑行	സ്ലൈഡ് ചെയ്യുക; മന്ദഗതിയിൽ നീങ്ങുക	വിമാനം റൺവേയിൽ മന്ദഗതിയിൽ നീങ്ങി.	сырғу; баяу қозғалу	Ұшақ ұшу-қону жолағымен баяу жылжыды.
4166:滑雪	滑雪	滑雪	സ്കീയിങ് ചെയ്യുക	ശീതകാലത്ത് ഞങ്ങൾ വടക്കോട്ട് സ്കീയിങ് ചെയ്യാൻ പോകുന്നു.	шаңғы тебу	Қыста біз солтүстікке шаңғы тебуге барамыз.
4172:怀	怀	怀	മടി; നെഞ്ചോട് ചേർത്ത് പിടിക്കുക; കരുതുക	അവൾ മടിയിൽ ഒരു ചെറിയ പൂച്ചയെ പിടിച്ചു.	құшақ; көңілде сақтау	Ол құшағында кішкентай мысықты ұстап тұрды.
4176:环	环	环	വളയം; ചുറ്റ്	താക്കോൽ ഒരു ലോഹ വളയത്തിൽ തൂങ്ങിയിരിക്കുന്നു.	сақина; шеңбер	Кілт металл сақинаға ілулі тұр.
4178:患	患	患	രോഗം ബാധിക്കുക; അനുഭവിക്കുക	അവന് ഉയർന്ന രക്തസമ്മർദ്ദമുണ്ട്, പതിവായി പരിശോധന വേണം.	ауруға шалдығу; зардап шегу	Ол жоғары қан қысымымен ауырады, тұрақты тексерілуі керек.
4181:黄	黄	黄	മഞ്ഞ; ഹുവാങ് എന്ന കുടുംബപ്പേര്	ഹുവാങ് ചൈനയിൽ സാധാരണമായ ഒരു കുടുംബപ്പേരാണ്.	сары; Хуан тегі	Хуан Қытайда жиі кездесетін тегі.
4187:回头	回头	回头	തിരിഞ്ഞുനോക്കുക; പിന്നീട്	അവൻ തിരിഞ്ഞുനോക്കി ഒരു നോട്ടം നോക്കി.	бұрылып қарау; кейін	Ол бұрылып бір қарады.
4188:汇	汇	汇	പണം അയയ്ക്കുക; ചേരുക	ദയവായി പണം ഈ അക്കൗണ്ടിലേക്ക് അയയ്ക്കുക.	ақша аудару; тоғысу	Ақшаны осы шотқа аударыңыз.
4190:绘画	绘画	绘画	ചിത്രരചന; വരയ്ക്കുക	അവൾക്ക് ബാല്യം മുതൽ ചിത്രരചന ഇഷ്ടമാണ്.	сурет салу; кескіндеме	Ол бала кезінен сурет салуды жақсы көреді.
4191:会见	会见	会见	കാണുക; കൂടിക്കാഴ്ച നടത്തുക	പ്രിൻസിപ്പൽ സന്ദർശക പ്രതിനിധികളെ കണ്ടു.	кездесу; қабылдау	Директор келген өкілдермен кездесті.
4192:汇款	汇款	汇款	പണം അയയ്ക്കൽ; പണമാറ്റം	രാവിലെ തന്നെ ഞാൻ നിനക്ക് പണം അയച്ചു.	ақша аудару; аударым	Мен таңертең саған ақша аударып қойдым.
4194:混	混	混	കലയ്ക്കുക; എങ്ങനെയെങ്കിലും ജീവിക്കുക	വ്യത്യസ്ത നിറമുള്ള വസ്ത്രങ്ങൾ ഒന്നിച്ച് കഴുകരുത്.	араластыру; күн көру	Әртүрлі түсті киімдерді бірге жуып араластырмаңыз.
4200:火灾	火灾	火灾	തീപിടിത്തം; അഗ്നിബാധ	തീപിടിത്തത്തിന് ശേഷം താമസക്കാർ വേഗത്തിൽ ഒഴിഞ്ഞു.	өрт; өрт апаты	Өрт шыққаннан кейін тұрғындар тез эвакуацияланды.
4202:货车	货车	货车	ചരക്ക് ലോറി; ചരക്ക് വാഹനം	ലോറി പഴങ്ങൾ വിപണിയിലേക്ക് എത്തിച്ചു.	жүк көлігі	Жүк көлігі жемістерді базарға жеткізді.
4203:击败	击败	击败	പരാജയപ്പെടുത്തുക	ഫൈനലിൽ അവർ ശക്തമായ ടീമിനെ പരാജയപ്പെടുത്തി.	жеңу; жеңіліске ұшырату	Олар финалда күшті команданы жеңді.
4205:机动车	机动车	机动车	മോട്ടോർ വാഹനം	ഈ റോഡിൽ മോട്ടോർ വാഹനങ്ങൾക്ക് പ്രവേശനം നിരോധിച്ചിരിക്കുന്നു.	моторлы көлік	Бұл жолмен моторлы көліктердің жүруіне тыйым салынған.
4214:机制	机制	机制	യന്ത്രണം; സംവിധാനം	കമ്പനി പുതിയ പ്രോത്സാഹന സംവിധാനം സ്ഥാപിച്ചു.	механизм; жүйе	Компания жаңа марапаттау механизмін құрды.
4217:急救	急救	急救	പ്രഥമ ശുശ്രൂഷ; അടിയന്തര ചികിത്സ	അവൻ അടിസ്ഥാന പ്രഥമ ശുശ്രൂഷാ അറിവ് പഠിച്ചിട്ടുണ്ട്.	алғашқы көмек; жедел жәрдем	Ол негізгі алғашқы көмек білімін үйренген.
4220:极为	极为	极为	വളരെ; അത്യന്തം	ഈ ദൗത്യം അത്യന്തം പ്രധാനമാണ്.	өте; аса	Бұл тапсырма аса маңызды.
4227:技艺	技艺	技艺	കൗശലം; കലാപരമായ കഴിവ്	ഈ വയോധികൻ പരമ്പരാഗത കലാപരമായ കഴിവ് സംരക്ഷിച്ചു.	шеберлік; өнер	Бұл қария дәстүрлі өнерді сақтап қалған.
4228:夹	夹	夹	ക്ലിപ്പ് ചെയ്യുക; ഇടയിൽ വയ്ക്കുക	ഫോട്ടോ ഫയലിനുള്ളിൽ വയ്ക്കുക.	қыстыру; арасына қою	Фотосуретті құжаттың арасына қыстырыңыз.
4229:加倍	加倍	加倍	ഇരട്ടിയാക്കുക; കൂടുതൽ ശക്തമാക്കുക	പരീക്ഷയ്ക്ക് മുമ്പ് അവൻ പരിശ്രമം ഇരട്ടിയാക്കി.	екі есе арттыру; күшейту	Емтихан алдында ол күшін екі есе арттырды.
4231:家家户户	家家户户	家家户户	ഓരോ വീട്ടിലും; എല്ലാ കുടുംബങ്ങളും	വസന്തോത്സവത്തിൽ എല്ലാ വീടുകളും ചുന്ലിയൻ ഒട്ടിക്കുന്നു.	әр үй; барлық отбасы	Көктем мерекесінде әр үй мерекелік жазулар іледі.
4233:家居	家居	家居	വീട്ടുജീവിതം; ഗൃഹോപകരണങ്ങൾ	ഈ കട ഗൃഹോപകരണങ്ങൾ വിൽക്കുന്നു.	үй тұрмысы; үй жиһаздары	Бұл дүкен үй тауарларын сатады.
4235:加以	加以	加以	നടപ്പാക്കുക; കൈകാര്യം ചെയ്യുക	ഈ പ്രശ്നം പരിഹരിക്കണം.	қолдану; жүзеге асыру	Бұл мәселені шешу керек.
4236:家园	家园	家园	വീട്; സ്വന്തം നാട്	അവർ ഒരുമിച്ച് സ്വന്തം നാട് സംരക്ഷിക്കുന്നു.	үй; отан	Олар өз мекенін бірге қорғайды.
4237:加重	加重	加重	കൂടുതൽ ഗുരുതരമാക്കുക; വർധിപ്പിക്കുക	രാത്രി ഉറങ്ങാതെ ഇരിക്കുന്നത് ക്ഷീണം വർധിപ്പിക്കും.	ауырлату; күшейту	Түнде ұйықтамау шаршауды күшейтеді.
