simplified	ID	example_ID
直播	siaran langsung	Pertandingan akan disiarkan langsung daring malam ini
直径	diameter	Diameter lingkaran ini sepuluh sentimeter
职能	fungsi	Fungsi departemen perlu dibagi ulang
职位	posisi	Dia melamar posisi manajemen
职务	jabatan	Jabatannya adalah supervisor proyek
指标	target	Target penjualan sudah tercapai
指定	menunjuk	Guru menunjuknya untuk menjawab pertanyaan
指甲	kuku	Dia memotong kukunya pendek
指令	perintah	Komputer menerima perintah baru
指南针	kompas	Pendaki membawa kompas
指示	instruksi	Manajer memberikan instruksi yang jelas
指望	berharap	Jangan berharap orang lain menyelesaikannya untukmu
指责	mengkritik	Publik mengkritik perusahaan karena mencemari lingkungan
制裁	sanksi	Komunitas internasional memberlakukan sanksi ekonomi
制服	seragam	Penjaga mengenakan seragam biru tua
制约	membatasi	Kekurangan dana membatasi perkembangan
制止	menghentikan	Polisi menghentikan konflik tepat waktu
志气	ambisi	Anak muda harus punya ambisi
智力	kecerdasan	Permainan dapat melatih kecerdasan
智能	pintar	Perangkat pintar semakin umum
智商	IQ	IQ tidak dapat menentukan segalanya
治安	keamanan umum	Keamanan umum di komunitas jelas membaik
治理	mengelola	Pemerintah memperkuat pengelolaan sungai
滞留	tertahan	Penumpang tertahan di bandara karena salju lebat
致辞	berpidato	Kepala sekolah berpidato pada upacara
致力	berkomitmen	Tim berkomitmen pada inovasi teknologi
致使	menyebabkan	Kesalahan manajemen menyebabkan proyek tertunda
中断	terputus	Hujan deras menyebabkan komunikasi terputus
中立	netral	Negara itu mempertahankan posisi netral
中央	pusat	Air mancur berada di pusat alun-alun
忠诚	setia	Karyawan sangat setia kepada perusahaan
忠实	setia	Dia pembaca setia surat kabar ini
终点	garis akhir	Garis akhir ada tepat di depan
终究	pada akhirnya	Masalah pada akhirnya akan terselesaikan
终身	seumur hidup	Dia memutuskan bekerja di bidang pendidikan seumur hidup
终止	berakhir	Kontrak berakhir akhir bulan depan
衷心	dengan tulus	Saya dengan tulus berterima kasih atas bantuanmu
种子	benih	Petani menabur benih baru
种族	ras	Hukum melarang diskriminasi ras
肿瘤	tumor	Dokter menemukan tumor jinak
众所周知	seperti diketahui umum	Seperti diketahui umum, air sangat penting
种植	menanam	Tempat ini cocok untuk menanam anggur
重心	fokus	Fokus pekerjaan beralih ke layanan
周边	sekitar	Lalu lintas di sekitar sekolah padat
周密	teliti	Mereka menyusun rencana yang teliti
周年	ulang tahun	Perusahaan merayakan ulang tahun kesepuluh
周期	siklus	Siklus pembaruan produk memendek
周折	rintangan	Mengurus prosedur mengalami banyak rintangan
周转	perputaran kas	Perusahaan mengalami kesulitan perputaran kas
州	negara bagian	Dia tinggal di negara bagian California di Amerika Serikat
粥	bubur	Pasien makan bubur pada pagi hari
舟	perahu	Perahu kecil itu perlahan mendekati tepi sungai
昼夜	siang malam	Pekerja memperbaiki jalan siang malam
皱纹	keriput	Nenek memiliki banyak keriput di wajahnya
株	batang pohon	Di halaman ditanam tiga batang pohon
诸位	hadirin	Terima kasih kepada hadirin yang datang hari ini
逐年	tahun demi tahun	Biaya operasional naik tahun demi tahun
主办	menyelenggarakan	Sekolah menyelenggarakan festival seni
主导	memimpin	Permintaan pasar memimpin desain produk
主管	atasan	Atasan bertanggung jawab menyetujui anggaran
主流	arus utama	Gagasan perlindungan lingkungan menjadi arus utama
主权	kedaulatan	Kedaulatan negara harus dihormati
主义	ideologi	Dia mempelajari berbagai ideologi politik
嘱咐	berpesan	Ibunya berulang kali berpesan agar dia membawa payung
拄	bertumpu	Orang tua itu berjalan bertumpu pada tongkat
住宅	hunian	Wilayah ini sebagian besar berupa hunian
助理	asisten	Asisten menyusun bahan rapat
助手	pembantu	Robot itu adalah pembantu laboratorium
注射	suntikan	Dokter memberi pasien suntikan obat
注视	menatap	Dia menatap ke kejauhan
注释	catatan penjelas	Di samping teks ada catatan penjelas yang rinci
注重	menekankan	Perusahaan menekankan kualitas produk
著作	karya tulis	Karya tulis ini berpengaruh luas
铸造	mengecor	Pabrik mengecor suku cadang besar
驻扎	ditempatkan	Pasukan ditempatkan di perbatasan
拽	menyeret	Dia menyeret kotak itu ke dalam rumah
专长	keahlian khusus	Analisis data adalah keahlian khususnya
专程	datang khusus	Dia datang khusus untuk menjenguk gurunya
专利	paten	Perusahaan mengajukan paten baru
专题	topik khusus	Stasiun televisi menayangkan program topik khusus tentang lingkungan
砖	batu bata	Pekerja membawa satu gerobak batu bata
转达	menyampaikan	Tolong sampaikan terima kasih saya
转让	mengalihkan	Dia memutuskan mengalihkan toko itu
转移	memindahkan	Perawat memindahkan korban luka
转折	titik balik	Cerita itu mengalami titik balik besar
传记	biografi	Dia sedang menulis biografi ayahnya
庄稼	tanaman ladang	Hujan menyuburkan tanaman ladang
庄严	khidmat	Suasana upacara itu khidmat
庄重	berwibawa	Dia mengenakan pakaian resmi yang berwibawa
装备	peralatan	Tim dilengkapi peralatan canggih
装卸	bongkar muat	Pekerja dermaga bertanggung jawab atas bongkar muat barang
壮观	spektakuler	Pemandangan air terjun itu sangat spektakuler
壮丽	megah	Di sini ada pegunungan dan sungai yang megah
壮烈	heroik	Pahlawan itu gugur secara heroik
幢	unit bangunan	Di sudut jalan ada satu unit bangunan tua
追悼	peringatan duka	Orang-orang menghadiri upacara peringatan duka
追究	mengusut	Perusahaan akan mengusut tanggung jawab
坠	jatuh	Daun jatuh dari ranting
准则	prinsip	Kejujuran adalah prinsip kerja sama
卓越	unggul	Dia meraih prestasi yang unggul
琢磨	merenungkan	Dia berulang kali merenungkan masalah ini
着手	mulai	Tim akan mulai penyelidikan besok
着想	mempertimbangkan	Orang tua selalu mempertimbangkan kebutuhan anak
着重	menekankan	Laporan itu menekankan analisis biaya
姿态	sikap	Dia mempertahankan sikap rendah hati
滋润	membasahi	Hujan musim semi membasahi tanah
滋味	rasa	Rasa kegagalan sulit ditanggung
资本	modal	Memulai usaha membutuhkan sejumlah modal
资产	aset	Aset perusahaan terus bertambah
资深	senior	Pengacara senior menangani kasus ini
资助	membiayai	Yayasan membiayai siswa miskin
子弹	peluru	Peluru mengenai dinding
自卑	rendah diri	Dia tidak lagi merasa rendah diri
自发	spontan	Warga secara spontan membersihkan jalan
自力更生	mandiri	Warga desa tetap berpegang pada sikap mandiri
自满	puas diri	Setelah sukses tidak boleh menjadi puas diri
自主	mandiri	Siswa perlu mengembangkan kemampuan belajar mandiri
宗教	agama	Dia mempelajari agama-agama dunia
宗旨	tujuan	Tujuan organisasi adalah melayani komunitas
棕色	cokelat	Dia membeli sepatu kulit cokelat
踪迹	jejak	Polisi menemukan jejak tersangka
总而言之	singkatnya	Singkatnya, rencana itu layak
总和	jumlah	Laba adalah selisih antara jumlah pendapatan dan biaya
纵横	silang-menyilang	Sungai-sungai silang-menyilang di dataran
走廊	koridor	Anak-anak berbaris di koridor
走漏	bocor	Berita itu tidak boleh bocor keluar
走私	menyelundupkan	Bea cukai menyita barang selundupan
揍	menghajar	Dia dihajar beberapa orang mabuk
租赁	menyewa	Perusahaan menyewa kantor baru
足以	cukup	Bukti ini cukup untuk menjelaskan masalahnya
祖父	kakek	Kakek suka menceritakan kisah lama
祖国	tanah air	Dia sangat mencintai tanah airnya
祖先	leluhur	Mereka memuja leluhur mereka sendiri
阻碍	menghambat	Kekurangan dana menghambat kemajuan proyek
阻拦	mencegah	Penjaga mencegah orang asing masuk
阻挠	menghalangi	Ada orang yang sengaja menghalangi penyelidikan
钻研	mendalami	Dia mendalami sastra kuno
钻石	berlian	Cincin itu bertatahkan berlian
嘴唇	bibir	Angin dingin membuat bibir pecah-pecah
罪犯	penjahat	Polisi menangkap penjahat yang melarikan diri
尊严	martabat	Setiap orang seharusnya memiliki martabat
遵循	mematuhi	Dokter mematuhi standar ketat
作弊	menyontek	Menyontek dalam ujian akan dihukum
作废	tidak berlaku	Tiket lama sudah tidak berlaku
作风	gaya kerja	Gaya kerja pemimpin itu praktis
作息	pola kerja dan istirahat	Pola kerja dan istirahat yang teratur bermanfaat bagi kesehatan
做主	mengambil keputusan	Urusan ini kamu yang mengambil keputusan
座右铭	moto	Moto hidupnya adalah pantang menyerah
