simplified	LO	example_LO
夫人	ພັນລະຍາ	ທ່ານຫວັງແລະພັນລະຍາເຂົ້າຮ່ວມງານລ້ຽງຄ່ຳດ້ວຍກັນ.
敷衍	ຕອບແບບຂໍໄປທີ	ລາວພຽງແຕ່ຕອບແບບຂໍໄປທີສອງສາມປະໂຫຍກ.
俘虏	ຊະເລີຍ	ຫຼັງສົງຄາມຈົບ ຊະເລີຍຖືກປ່ອຍຕົວ.
幅度	ຂະໜາດລະດັບ	ການຫຼຸດລາຄາຄັ້ງນີ້ມີຂະໜາດຫຼາຍ.
服从	ເຊື່ອຟັງ	ທະຫານຕ້ອງເຊື່ອຟັງຄຳສັ່ງ.
服气	ຍອມຮັບໃນໃຈ	ລາວແພ້ການແຂ່ງຂັນ ແຕ່ໃນໃຈຍັງບໍ່ຍອມຮັບ.
福利	ສະຫວັດດີການ	ພະນັກງານໃຫ້ຄວາມສຳຄັນກັບສະຫວັດດີການຂອງບໍລິສັດຫຼາຍ.
福气	ໂຊກວາສະນາ	ການໄດ້ພົບຄູດີແມ່ນໂຊກວາສະນາຂອງລາວ.
符号	ສັນຍາລັກ	ສັນຍາລັກນີ້ໝາຍເຖິງອັນຕະລາຍ.
辐射	ລັງສີ	ໝໍເຕືອນໃຫ້ລາວຢູ່ຫ່າງຈາກລັງສີແຮງ.
俯视	ມອງລົງຈາກທີ່ສູງ	ຈາກຍອດພູສາມາດມອງລົງເຫັນເມືອງທັງໝົດ.
抚摸	ລູບເບົາໆ	ນາງລູບຫົວເດັກເບົາໆ.
抚养	ລ້ຽງດູ	ປູ່ຍ່າຊ່ວຍລ້ຽງດູເດັກ.
腐败	ທຸຈະລິດ	ລັດຖະບານກຳລັງປາບປາມການທຸຈະລິດ.
腐烂	ເນົ່າເປື່ອຍ	ໝາກໄມ້ວາງໄວ້ດົນເກີນໄປຈະເນົ່າເປື່ອຍ.
腐蚀	ກັດກ່ອນ	ກົດຈະກັດກ່ອນຜິວໂລຫະ.
腐朽	ເສື່ອມໂຊມ	ພວກເຂົາວິຈານລະບົບທີ່ເສື່ອມໂຊມ.
辅助	ຊ່ວຍເສີມ	ເຄື່ອງມືນີ້ສາມາດຊ່ວຍເສີມການສອນໄດ້.
副	ຮອງ	ນາງຖືກແຕ່ງຕັ້ງເປັນຮອງຜູ້ຈັດການ.
复活	ຟື້ນຄືນ	ບຸນປະເພນີນີ້ກຳລັງຟື້ນຄືນ.
复兴	ຟື້ນຟູໃຫ້ຈະເລີນ	ການຟື້ນຟູວັດທະນະທຳຕ້ອງການຄວາມພະຍາຍາມລະຍະຍາວ.
富裕	ຮັ່ງມີ	ບ້ານນີ້ປັດຈຸບັນຮັ່ງມີຂຶ້ນເລື້ອຍໆ.
腹泻	ຖອກທ້ອງ	ລາວຖອກທ້ອງຮ້າຍແຮງ ຕ້ອງໄປພົບໝໍ.
覆盖	ປົກຄຸມ	ຫິມະໜັກປົກຄຸມຫຸບເຂົາທັງໝົດ.
负担	ພາລະ	ຄ່າເຊົ່າບ້ານກາຍເປັນພາລະຫຼັກຂອງລາວ.
赋予	ມອບໃຫ້	ກົດໝາຍມອບສິດພື້ນຖານໃຫ້ພົນລະເມືອງ.
附和	ເຫັນດີຕາມ	ລາວບໍ່ມີຄວາມເຫັນຂອງຕົນ ມີແຕ່ເຫັນດີຕາມຄົນອື່ນ.
附件	ໄຟລ໌ແນບ	ກະລຸນາເບິ່ງໄຟລ໌ແນບໃນອີເມວ.
附属	ສັງກັດ	ໂຮງໝໍນີ້ເປັນໂຮງໝໍສັງກັດມະຫາວິທະຍາໄລ.
改良	ປັບປຸງໃຫ້ດີຂຶ້ນ	ຜູ້ຊ່ຽວຊານກຳລັງປັບປຸງພັນເຂົ້າຊະນິດນີ້.
盖章	ປະທັບຕາ	ຫຼັງເຊັນສັນຍາແລ້ວຕ້ອງປະທັບຕາ.
钙	ແຄລຊຽມ	ນົມມີແຄລຊຽມອຸດົມສົມບູນ.
尴尬	ອຶດອັດເກ້ອເຂີນ	ໃນການປະຊຸມມີຄວາມງຽບອຶດອັດເກ້ອເຂີນເກີດຂຶ້ນ.
干旱	ແຫ້ງແລ້ງ	ຄວາມແຫ້ງແລ້ງຍາວນານກະທົບຕໍ່ພືດຜົນ.
干扰	ລົບກວນ	ສຽງດັງຈະລົບກວນວຽກຂອງຂ້ອຍ.
干涉	ແຊກແຊງ	ພໍ່ແມ່ບໍ່ຄວນແຊກແຊງການເລືອກຂອງລູກຫຼາຍເກີນໄປ.
干预	ແຊກແຊງຄວບຄຸມ	ລັດຖະບານແຊກແຊງຄວບຄຸມຄວາມສ່ຽງຕະຫຼາດໄດ້ທັນເວລາ.
感慨	ສະທ້ອນໃຈ	ເຫັນຮູບເກົ່າແລ້ວ ລາວສະທ້ອນໃຈຫຼາຍ.
感染	ຕິດເຊື້ອ	ໄວຣັດຊະນິດນີ້ຕິດເຊື້ອເດັກໄດ້ງ່າຍ.
干劲	ແຮງກະຕືລືລົ້ນ	ທຸກຄົນເຮັດວຽກດ້ວຍແຮງກະຕືລືລົ້ນຫຼາຍ.
扛	ແບກ	ຕາມນິທານ ລາວມີແຮງຫຼາຍຈົນແບກຫມໍ້ໃຫຍ່ໄດ້.
纲领	ໂຄງການຫຼັກ	ການປະຊຸມຜ່ານໂຄງການຫຼັກການປະຕິບັດໃໝ່.
岗位	ຕຳແໜ່ງວຽກ	ນາງປັບຕົວເຂົ້າກັບຕຳແໜ່ງວຽກໃໝ່ໄດ້ໄວ.
港口	ທ່າເຮືອ	ເຮືອຂົນສົ່ງຈອດຢູ່ທ່າເຮືອ.
港湾	ອ່າວທ່າເຮືອ	ເຮືອນ້ອຍແລ່ນເຂົ້າອ່າວທີ່ສະຫງົບ.
杠杆	ຄານງັດ	ການລົງທຶນນີ້ໃຊ້ຄານງັດສູງ.
高超	ຊຳນານສູງ	ຝີມືສ້ອມລົດຂອງລາວຊຳນານສູງຫຼາຍ.
高潮	ຈຸດສູງສຸດ	ການແຂ່ງຂັນເຖິງຈຸດສູງສຸດໃນສິບນາທີສຸດທ້າຍ.
高峰	ຊ່ວງສູງສຸດ	ແປດໂມງເຊົ້າເປັນຊ່ວງສູງສຸດຂອງການຈະລາຈອນ.
高明	ສະຫຼາດຊຳນານ	ວິທີນີ້ສະຫຼາດຊຳນານແທ້ໆ.
高尚	ສູງສົ່ງ	ຈິດໃຈວິຊາຊີບຂອງໝໍສູງສົ່ງຫຼາຍ.
高涨	ເພີ່ມສູງຂຶ້ນ	ຄວາມກະຕືລືລົ້ນຂອງຜູ້ຊົມເພີ່ມສູງຂຶ້ນຕໍ່ເນື່ອງ.
稿件	ຕົ້ນສະບັບບົດຂຽນ	ບັນນາທິການກຳລັງແກ້ໄຂຕົ້ນສະບັບບົດຂຽນ.
告辞	ຂໍລາ	ຟ້າມືດແລ້ວ ພວກເຮົາຂໍລາກ່ອນ.
告诫	ເຕືອນສອນ	ຄູເຕືອນສອນນັກຮຽນບໍ່ໃຫ້ທຸຈະລິດ.
割	ຕັດບາດ	ລາວບໍ່ລະວັງຈົນຕັດນິ້ວມືເປັນແຜ.
搁	ວາງໄວ້	ກະລຸນາວາງເອກະສານໄວ້ເທິງໂຕະ.
歌颂	ສັນລະເສີນ	ບົດກະວີນີ້ສັນລະເສີນຜູ້ໃຊ້ແຮງງານ.
疙瘩	ຕຸ່ມກ້ອນ	ແຂນຂອງລາວມີຕຸ່ມກ້ອນຂຶ້ນອັນໜຶ່ງ.
鸽子	ນົກພິລາບ	ຢູ່ຈະຕຸລັດມີນົກພິລາບຫຼາຍ.
格局	ໂຄງຮ່າງຮູບແບບ	ໂຄງຮ່າງຂອງບ້ານຫຼັງນີ້ສົມເຫດສົມຜົນຫຼາຍ.
格式	ຮູບແບບ	ກະລຸນາຕື່ມແບບຟອມຕາມຮູບແບບທີ່ກຳນົດ.
隔阂	ຊ່ອງຫ່າງໃນໃຈ	ຄວາມເຂົ້າໃຈຜິດເຮັດໃຫ້ຊ່ອງຫ່າງໃນໃຈລະຫວ່າງພວກເຂົາເລິກຂຶ້ນ.
隔离	ແຍກກັກຕົວ	ຄົນເຈັບຕ້ອງແຍກກັກຕົວຊົ່ວຄາວ.
革命	ປະຕິວັດ	ການປະຕິວັດຄັ້ງນີ້ປ່ຽນຊະຕາກຳຂອງປະເທດ.
个体	ບຸກຄົນແຕ່ລະຄົນ	ບຸກຄົນແຕ່ລະຄົນມີຄວາມຕ້ອງການຕ່າງກັນ.
各抒己见	ແຕ່ລະຄົນເວົ້າຄວາມເຫັນຂອງຕົນ	ໃນການປະຊຸມ ທຸກຄົນເວົ້າຄວາມເຫັນຂອງຕົນ.
根深蒂固	ຝັງຮາກເລິກ	ແນວຄິດນີ້ຝັງຮາກເລິກແລ້ວ.
根源	ຮາກເຫດ	ຮາກເຫດຂອງຄວາມທຸກຍາກສັບຊ້ອນຫຼາຍ.
跟前	ຕໍ່ໜ້າໃກ້ໆ	ເດັກແລ່ນໄປຕໍ່ໜ້າແມ່.
跟随	ຕິດຕາມ	ນັກຂ່າວຕິດຕາມຂະບວນເຂົ້າໄປເຂດພູເຂົາ.
跟踪	ຕິດຕາມຮ່ອງຮອຍ	ຕຳຫຼວດກຳລັງຕິດຕາມຮ່ອງຮອຍຂອງຜູ້ຕ້ອງສົງໄສ.
更新	ອັບເດດ	ລະບົບຈະອັບເດດອັດຕະໂນມັດຄືນນີ້.
更正	ແກ້ໄຂໃຫ້ຖືກ	ໜັງສືພິມແກ້ໄຂຂໍ້ຜິດພາດໃນມື້ຕໍ່ມາ.
耕地	ໄຖນາ	ຊາວນາກຳລັງໄຖນາໃນລະດູບານໃໝ່.
供不应求	ອຸປະທານບໍ່ພໍອຸປະສົງ	ຢາຊະນິດນີ້ຕອນນີ້ອຸປະທານບໍ່ພໍອຸປະສົງ.
供给	ການຈັດຫາ	ເມືອງຕ້ອງການການຈັດຫານ້ຳແລະໄຟຟ້າທີ່ມັ່ນຄົງ.
公安局	ກົມຕຳຫຼວດ	ລາວໄປແຈ້ງຄວາມທີ່ກົມຕຳຫຼວດ.
公道	ຍຸດຕິທຳ	ທຸກຄົນຫວັງຈະໄດ້ຮັບການຈັດການຢ່າງຍຸດຕິທຳ.
公告	ປະກາດ	ໂຮງຮຽນອອກປະກາດຢຸດຮຽນ.
公关	ປະຊາສຳພັນ	ບໍລິສັດເຊີນທີມປະຊາສຳພັນມືອາຊີບ.
公民	ພົນລະເມືອງ	ພົນລະເມືອງທຸກຄົນຄວນປະຕິບັດຕາມກົດໝາຍ.
公然	ຢ່າງເປີດແຈ້ງ	ລາວລະເມີດກົດການແຂ່ງຂັນຢ່າງເປີດແຈ້ງ.
公认	ໄດ້ຮັບການຍອມຮັບທົ່ວໄປ	ນາງເປັນຄູດີເດັ່ນທີ່ໄດ້ຮັບການຍອມຮັບທົ່ວໄປ.
公式	ສູດ	ກະລຸນາຈົດສູດຄະນິດສາດນີ້ໄວ້.
公务	ວຽກລາຊະການ	ລາວໄປທຳວຽກຕ່າງເມືອງສາມມື້ເພາະວຽກລາຊະການ.
公正	ຍຸດຕິທຳເປັນກາງ	ຜູ້ພິພາກສາຕ້ອງຮັກສາຄວາມຍຸດຕິທຳເປັນກາງ.
公证	ຮັບຮອງໂດຍນາຍທະບຽນ	ເອກະສານສະບັບນີ້ຕ້ອງຮັບຮອງໂດຍນາຍທະບຽນ.
功劳	ຄຸນງາມຄວາມດີ	ຄວາມສຳເລັດຄັ້ງນີ້ມີຄຸນງາມຄວາມດີຂອງທຸກຄົນ.
功效	ປະສິດທິຜົນ	ປະສິດທິຜົນຂອງຢານີ້ຍັງຕ້ອງພິສູດ.
宫殿	ພະລາຊະວັງ	ນັກທ່ອງທ່ຽວໄປຊົມພະລາຊະວັງເກົ່າ.
工艺品	ສິນຄ້າຫັດຖະກຳ	ສິນຄ້າຫັດຖະກຳຊິ້ນນີ້ເຮັດດ້ວຍມື.
恭敬	ເຄົາລົບຢ່າງສຸພາບ	ລາວຖາມທັກຜູ້ເຖົ້າຢ່າງເຄົາລົບ.
攻击	ໂຈມຕີ	ແຮັກເກີໂຈມຕີເວັບໄຊຂອງບໍລິສັດ.
攻克	ແກ້ຊະນະ	ທີມວິຈັຍແກ້ຊະນະບັນຫາເຕັກນິກທີ່ຍາກ.
巩固	ເສີມໃຫ້ໝັ້ນຄົງ	ການທົບທວນຊ່ວຍເສີມຄວາມຮູ້ທີ່ຮຽນໃຫ້ໝັ້ນຄົງ.
共和国	ສາທາລະນະລັດ	ສາທາລະນະລັດນີ້ກໍ່ຕັ້ງໃນສະຕະວັດກ່ອນ.
共计	ລວມທັງໝົດ	ສິນຄ້າຊຸດນີ້ລວມທັງໝົດສາມຮ້ອຍກ່ອງ.
共鸣	ຄວາມສະທ້ອນໃຈຮ່ວມ	ເພງນີ້ກໍ່ໃຫ້ເກີດຄວາມສະທ້ອນໃຈຮ່ວມໃນຫຼາຍຄົນ.
勾结	ສົມຄົບກັນ	ພວກເຂົາສົມຄົບກັບຄົນນອກເພື່ອຫຼອກເງິນ.
钩子	ຕະຂໍ	ຢູ່ຝາມີຕະຂໍແຂວນຢູ່ຫຼາຍອັນ.
构思	ວາງແນວຄິດ	ນັກຂຽນກຳລັງວາງແນວຄິດນິຍາຍໃໝ່.
姑且	ຊົ່ວຄາວກ່ອນ	ແຜນນີ້ລອງໃຊ້ຊົ່ວຄາວກ່ອນໜຶ່ງອາທິດ.
孤独	ໂດດດ່ຽວ	ຫຼັງຍ້າຍໄປເມືອງໃໝ່ ລາວຮູ້ສຶກໂດດດ່ຽວ.
孤立	ແຍກໂດດດ່ຽວ	ຢ່າເບິ່ງບັນຫານີ້ແບບແຍກໂດດດ່ຽວ.
辜负	ຜິດຫວັງຕໍ່	ຂ້ອຍບໍ່ຢາກເຮັດໃຫ້ພໍ່ແມ່ຜິດຫວັງ.
古董	ຂອງເກົ່າມີຄ່າ	ປູ່ສະສົມຂອງເກົ່າມີຄ່າຫຼາຍຊິ້ນ.
古怪	ແປກປະຫຼາດ	ຄວາມຄິດຂອງລາວແປກປະຫຼາດນິດໜ່ອຍ.
股东	ຜູ້ຖືຫຸ້ນ	ກອງປະຊຸມຜູ້ຖືຫຸ້ນຈະຈັດອາທິດໜ້າ.
股份	ຫຸ້ນສ່ວນ	ລາວຖືຫຸ້ນສ່ວນຂອງບໍລິສັດ.
骨干	ແກນຫຼັກ	ວິສະວະກອນເຫຼົ່ານີ້ເປັນແກນຫຼັກຂອງທີມ.
鼓动	ປຸກລະດົມ	ມີຄົນປຸກລະດົມມວນຊົນໃຫ້ປະທ້ວງ.
固然	ແນ່ນອນວ່າ	ວິທີນີ້ແນ່ນອນວ່າງ່າຍ ແຕ່ຄວາມສ່ຽງບໍ່ນ້ອຍ.
固体	ຂອງແຂງ	ນ້ຳແຂງແມ່ນຮູບແບບຂອງແຂງຂອງນ້ຳ.
固有	ທີ່ມີມາແຕ່ເດີມ	ວັດທະນະທຳແຕ່ລະຢ່າງມີລັກສະນະທີ່ມີມາແຕ່ເດີມ.
固执	ດື້ດຶງ	ລາວດື້ດຶງເກີນໄປ ບໍ່ຍອມຟັງຄຳແນະນຳ.
故乡	ບ້ານເກີດ	ຫຼາຍປີຕໍ່ມາ ລາວກັບໄປບ້ານເກີດ.
故障	ຂັດຂ້ອງ	ລິຟມີຂັດຂ້ອງ ຈຶ່ງຢຸດໃຊ້ຊົ່ວຄາວ.
雇佣	ຈ້າງ	ບໍລິສັດຕັດສິນໃຈຈ້າງບຸກຄະລາກອນເຕັກນິກເພີ່ມ.
顾虑	ຄວາມກັງວົນ	ຖ້າເຈົ້າມີຄວາມກັງວົນຫຍັງ ສາມາດເວົ້າໂດຍກົງໄດ້.
顾问	ທີ່ປຶກສາ	ພວກເຮົາເຊີນທີ່ປຶກສາດ້ານກົດໝາຍຄົນໜຶ່ງ.
拐杖	ໄມ້ຄ້ຳ	ຜູ້ເຖົ້າມັກຖືໄມ້ຄ້ຳເວລາອອກຈາກເຮືອນ.
关怀	ຄວາມຫ່ວງໃຍ	ຄູໃຫ້ຄວາມຫ່ວງໃຍນັກຮຽນຫຼາຍ.
关照	ດູແລເອົາໃຈໃສ່	ກະລຸນາດູແລເດັກໃຫ້ຫຼາຍລະຫວ່າງທາງ.
官方	ທາງການ	ຂ່າວທາງການຈະປະກາດມື້ອື່ນ.
观光	ທ່ອງທ່ຽວຊົມວິວ	ນັກທ່ອງທ່ຽວຂຶ້ນເຮືອຊົມວິວ.
管辖	ປົກຄອງຄວບຄຸມ	ເຂດນີ້ຢູ່ໃນການປົກຄອງຂອງລັດຖະບານເມືອງ.
惯例	ທຳນຽມປະຕິບັດ	ກ່ອນເລີ່ມປະຊຸມ ການແນະນຳແຂກເປັນທຳນຽມປະຕິບັດ.
