hsk_key	source_word	simplified	PL	example_PL	NL	example_NL	SV	example_SV	NO	example_NO	DA	example_DA	FI	example_FI
4042:歌唱	歌唱	歌唱	śpiewać	Dzieci śpiewają na scenie.	zingen	De kinderen zingen op het podium.	sjunga	Barnen sjunger på scenen.	synge	Barna synger på scenen.	synge	Børnene synger på scenen.	laulaa	Lapset laulavat lavalla.
4050:公	公	公	publiczny; wspólny	Podczas jedzenia proszę używać wspólnych pałeczek do nakładania.	openbaar; gemeenschappelijk	Gebruik bij het eten gemeenschappelijke serveerstokjes.	offentlig; gemensam	Använd gemensamma serveringspinnar när ni äter.	offentlig; felles	Bruk felles serveringspinner når dere spiser.	offentlig; fælles	Brug fælles serveringspinde, når I spiser.	julkinen; yhteinen	Käytä syödessä yhteisiä tarjoilupuikkoja.
4051:宫	宫	宫	pałac	Ten pałac jest dobrze zachowany.	paleis	Dit paleis is goed bewaard gebleven.	palats	Det här palatset är välbevarat.	palass	Dette palasset er godt bevart.	palads	Dette palads er velbevaret.	palatsi	Tämä palatsi on säilynyt hyvin.
4052:公安	公安	公安	bezpieczeństwo publiczne; policja	Funkcjonariusze szybko dotarli na miejsce.	openbare veiligheid; politie	De politieagenten arriveerden snel ter plaatse.	allmän säkerhet; polis	Poliserna kom snabbt till platsen.	offentlig sikkerhet; politi	Politiet kom raskt til stedet.	offentlig sikkerhed; politi	Politiet kom hurtigt til stedet.	yleinen turvallisuus; poliisi	Poliisit saapuivat nopeasti paikalle.
4053:工地	工地	工地	plac budowy	Obok placu budowy jest bardzo głośno.	bouwplaats	Het is lawaaiig naast de bouwplaats.	byggarbetsplats	Det är bullrigt bredvid byggarbetsplatsen.	byggeplass	Det er støyende ved siden av byggeplassen.	byggeplads	Der er støjende ved siden af byggepladsen.	rakennustyömaa	Rakennustyömaan vieressä on meluisaa.
4054:工夫	工夫	工夫	czas; wysiłek	Dobre opanowanie kaligrafii wymaga wysiłku.	tijd; moeite	Goed kalligrafie leren kost moeite.	tid; ansträngning	Att lära sig kalligrafi väl kräver ansträngning.	tid; innsats	Å lære kalligrafi godt krever innsats.	tid; indsats	At lære kalligrafi godt kræver indsats.	aika; vaivannäkö	Kalligrafian hyvä oppiminen vaatii vaivannäköä.
4062:工序	工序	工序	procedura robocza; proces	Ten etap pracy wymaga użycia maszyny.	werkprocedure; proces	Deze werkstap moet met een machine worden uitgevoerd.	arbetsmoment; process	Det här arbetsmomentet behöver göras med maskin.	arbeidsprosess; fremgangsmåte	Dette arbeidssteget må utføres med maskin.	arbejdsgang; proces	Dette arbejdstrin skal udføres med maskine.	työvaihe; prosessi	Tämä työvaihe pitää tehdä koneella.
4063:公益	公益	公益	dobro publiczne; działalność charytatywna	Często uczestniczy w działaniach charytatywnych.	algemeen welzijn; liefdadigheid	Hij neemt vaak deel aan liefdadigheidsactiviteiten.	allmännytta; välgörenhet	Han deltar ofta i välgörenhetsaktiviteter.	allmennyttig arbeid; veldedighet	Han deltar ofte i veldedige aktiviteter.	almennyttigt arbejde; velgørenhed	Han deltager ofte i velgørende aktiviteter.	yleishyödyllisyys; hyväntekeväisyys	Hän osallistuu usein hyväntekeväisyystoimintaan.
4064:供应	供应	供应	dostarczać; zaopatrywać	Ta firma dostarcza świeże warzywa.	leveren; voorzien	Dit bedrijf levert verse groenten.	leverera; förse	Det här företaget levererar färska grönsaker.	levere; forsyne	Dette selskapet leverer ferske grønnsaker.	levere; forsyne	Denne virksomhed leverer friske grøntsager.	toimittaa; tarjota	Tämä yritys toimittaa tuoreita vihanneksia.
4067:公众	公众	公众	opinia publiczna; społeczeństwo	Ta wiadomość szybko przyciągnęła uwagę opinii publicznej.	publiek; samenleving	Dit nieuws trok snel publieke aandacht.	allmänheten	Nyheten väckte snabbt allmänhetens uppmärksamhet.	offentligheten; publikum	Denne nyheten vakte raskt offentlighetens oppmerksomhet.	offentligheden; publikum	Denne nyhed vakte hurtigt offentlighedens opmærksomhed.	yleisö; suuri yleisö	Tämä uutinen herätti nopeasti yleisön huomion.
4071:沟	沟	沟	rów; kanał	Deszczówka spłynęła do rowu przy drodze.	sloot; kanaal	Regenwater stroomde de sloot langs de weg in.	dike; kanal	Regnvattnet rann ner i diket vid vägen.	grøft; kanal	Regnvannet rant ned i grøften ved veien.	grøft; kanal	Regnvandet løb ned i grøften ved vejen.	oja; kanava	Sadevesi valui tienvarren ojaan.
4072:构造	构造	构造	konstruować; konstrukcja	Nauczyciel wyjaśnił konstrukcję tego mostu.	construeren; structuur	De leraar legde de structuur van deze brug uit.	konstruera; struktur	Läraren förklarade brons konstruktion.	konstruere; struktur	Læreren forklarte strukturen til denne broen.	konstruere; struktur	Læreren forklarede broens konstruktion.	rakentaa; rakenne	Opettaja selitti tämän sillan rakenteen.
4076:古迹	古迹	古迹	zabytek; miejsce historyczne	Turyści zwiedzili lokalne zabytki.	historische plek; monument	De toeristen bezochten lokale historische plekken.	historisk plats; fornminne	Turisterna besökte lokala historiska platser.	historisk sted; kulturminne	Turistene besøkte lokale historiske steder.	historisk sted; fortidsminde	Turisterne besøgte lokale historiske steder.	historiallinen kohde; muinaisjäännös	Turistit vierailivat paikallisissa historiallisissa kohteissa.
4078:古人	古人	古人	starożytni ludzie; przodkowie	Starożytni ludzie już dawno obserwowali gwiazdy.	mensen uit de oudheid	Mensen uit de oudheid observeerden al vroeg de sterrenhemel.	forntida människor	Forntida människor observerade stjärnhimlen tidigt.	mennesker i oldtiden	Mennesker i oldtiden observerte stjernehimmelen tidlig.	oldtidens mennesker	Oldtidens mennesker observerede stjernehimlen tidligt.	muinaiset ihmiset	Muinaiset ihmiset tarkkailivat tähtitaivasta jo varhain.
4079:股市	股市	股市	giełda; rynek akcji	Dzisiaj giełda mocno się wahała.	aandelenmarkt; beurs	De aandelenmarkt schommelde vandaag sterk.	aktiemarknad; börs	Aktiemarknaden svängde kraftigt i dag.	aksjemarked; børs	Aksjemarkedet svingte kraftig i dag.	aktiemarked; børs	Aktiemarkedet svingede kraftigt i dag.	osakemarkkinat; pörssi	Osakemarkkinat heilahtelivat tänään voimakkaasti.
4082:顾	顾	顾	zadbać o; brać pod uwagę	Jest zbyt zajęty pracą, by pomyśleć o odpoczynku.	zorgen voor; rekening houden met	Hij heeft het te druk met werk om aan rust toe te komen.	ta hand om; ta hänsyn till	Han är för upptagen av arbetet för att hinna vila.	ta seg av; ta hensyn til	Han er for opptatt med jobb til å få hvilt.	tage sig af; tage hensyn til	Han har for travlt med arbejdet til at få hvilet.	huolehtia; ottaa huomioon	Hän on liian kiireinen töissä ehtiäkseen levätä.
4086:拐	拐	拐	skręcić; uprowadzić	Na następnym skrzyżowaniu skręć w prawo.	afslaan; ontvoeren	Sla rechtsaf bij de kruising verderop.	svänga; röva bort	Sväng höger vid korsningen längre fram.	svinge; bortføre	Sving til høyre i krysset foran.	dreje; bortføre	Drej til højre i krydset længere fremme.	kääntyä; siepata	Käänny edessä olevasta risteyksestä oikealle.
4089:关爱	关爱	关爱	troszczyć się; okazywać opiekę	Społeczeństwo powinno troszczyć się o osoby starsze.	zorgen voor; zorg tonen	De samenleving moet zorg tonen voor ouderen.	bry sig om; visa omtanke	Samhället bör visa omtanke om äldre.	bry seg om; vise omsorg	Samfunnet bør vise omsorg for eldre.	tage sig af; vise omsorg	Samfundet bør vise omsorg for ældre.	välittää; pitää huolta	Yhteiskunnan pitäisi pitää huolta vanhuksista.
4093:关联	关联	关联	powiązanie; wiązać się	Te dwa problemy są ze sobą powiązane.	verband houden; verband	Deze twee kwesties hangen met elkaar samen.	hänga ihop; koppling	De här två frågorna hänger ihop.	henge sammen; forbindelse	Disse to problemene henger sammen.	hænge sammen; forbindelse	Disse to spørgsmål hænger sammen.	liittyä; yhteys	Nämä kaksi asiaa liittyvät toisiinsa.
4094:观赏	观赏	观赏	podziwiać; oglądać	Turyści podziwiali zachód słońca nad jeziorem.	bekijken; waarderen	De toeristen bekeken de zonsondergang bij het meer.	betrakta; uppskatta	Turisterna betraktade solnedgången vid sjön.	betrakte; nyte	Turistene nøt solnedgangen ved innsjøen.	betragte; nyde	Turisterne nød solnedgangen ved søen.	katsella; ihailla	Turistit katselivat auringonlaskua järven rannalla.
4095:官员	官员	官员	urzędnik; funkcjonariusz	Ten urzędnik odpowiedział na pytania dziennikarza.	ambtenaar; functionaris	Deze ambtenaar beantwoordde de vragen van de journalist.	tjänsteman; ämbetsman	Tjänstemannen svarade på journalistens frågor.	tjenestemann; offentlig ansatt	Denne tjenestemannen svarte på journalistens spørsmål.	embedsmand; offentlig ansat	Denne embedsmand besvarede journalistens spørgsmål.	virkamies; toimihenkilö	Tämä virkamies vastasi toimittajan kysymyksiin.
4096:管道	管道	管道	rurociąg; rura	Robotnicy sprawdzają podziemne rurociągi.	pijpleiding; buis	Arbeiders inspecteren de ondergrondse pijpleiding.	rörledning; rör	Arbetarna kontrollerar de underjordiska rören.	rørledning; rør	Arbeiderne sjekker de underjordiske rørene.	rørledning; rør	Arbejderne kontrollerer de underjordiske rør.	putkisto; putki	Työntekijät tarkastavat maanalaisia putkia.
4099:归	归	归	należeć do; wracać do	Ta książka należy do biblioteki.	behoren tot; terugkeren	Dit boek behoort toe aan de bibliotheek.	tillhöra; återvända	Den här boken tillhör biblioteket.	tilhøre; vende tilbake	Denne boken tilhører biblioteket.	tilhøre; vende tilbage	Denne bog tilhører biblioteket.	kuulua jollekin; palata	Tämä kirja kuuluu kirjastolle.
4106:贵重	贵重	贵重	cenny; wartościowy	Proszę włożyć cenne rzeczy do sejfu.	waardevol; kostbaar	Leg waardevolle spullen in de kluis.	värdefull; dyrbar	Lägg värdesakerna i kassaskåpet.	verdifull; kostbar	Legg verdisakene i safen.	værdifuld; kostbar	Læg værdigenstandene i pengeskabet.	arvokas; kallisarvoinen	Laita arvoesineet tallelokeroon.
4107:棍	棍	棍	kij; pręt	Podparł namiot kijem.	stok; staaf	Hij gebruikte een stok om de tent overeind te zetten.	käpp; stång	Han använde en käpp för att stötta upp tältet.	stokk; stang	Han brukte en stokk til å støtte opp teltet.	stok; stang	Han brugte en stok til at støtte teltet.	keppi; sauva	Hän tuki teltan kepillä.
4108:国宝	国宝	国宝	skarb narodowy	Wielu ludzi uważa pandy za skarb narodowy.	nationale schat	Panda's worden door veel mensen als een nationale schat beschouwd.	nationalskatt	Pandor betraktas av många som en nationalskatt.	nasjonalskatt	Pandaer regnes av mange som en nasjonalskatt.	nationalskat	Pandaer betragtes af mange som en nationalskat.	kansallisaarre	Monet pitävät pandoja kansallisaarteena.
4109:国产	国产	国产	krajowej produkcji; wyprodukowany w kraju	Ten samochód jest marką krajowej produkcji.	binnenlands geproduceerd	Deze auto is van een binnenlands geproduceerd merk.	inhemskt producerad	Den här bilen är av ett inhemskt märke.	innenlands produsert	Denne bilen er et innenlandsk produsert merke.	indenlandsk produceret	Denne bil er af et indenlandsk produceret mærke.	kotimaassa tuotettu	Tämä auto on kotimainen merkki.
4110:国歌	国歌	国歌	hymn narodowy	Przed meczem wszyscy razem zaśpiewali hymn narodowy.	volkslied	Voor de wedstrijd zong iedereen samen het volkslied.	nationalsång	Före matchen sjöng alla nationalsången tillsammans.	nasjonalsang	Før kampen sang alle nasjonalsangen sammen.	nationalsang	Før kampen sang alle nationalsangen sammen.	kansallislaulu	Ennen ottelua kaikki lauloivat kansallislaulun yhdessä.
4111:国旗	国旗	国旗	flaga narodowa	Przy bramie szkoły wisi flaga narodowa.	nationale vlag	De nationale vlag hangt bij de schoolpoort.	nationalflagga	Nationalflaggan hänger vid skolans port.	nasjonalflagg	Nasjonalflagget henger ved skoleporten.	nationalflag	Nationalflaget hænger ved skolens port.	kansallislippu	Koulun portilla riippuu kansallislippu.
4112:国情	国情	国情	uwarunkowania krajowe; sytuacja kraju	Tworząc politykę, trzeba brać pod uwagę sytuację kraju.	nationale omstandigheden	Bij het maken van beleid moet men de nationale omstandigheden meewegen.	nationella förhållanden	När man utformar politik måste man ta hänsyn till landets förhållanden.	nasjonale forhold	Når man lager politikk, må man ta hensyn til nasjonale forhold.	nationale forhold	Når man udformer politik, skal man tage hensyn til nationale forhold.	kansalliset olosuhteet	Politiikkaa laadittaessa pitää ottaa huomioon maan olosuhteet.
4115:过后	过后	过后	potem; po wszystkim	Po deszczu powietrze było świeże.	daarna; achteraf	Na de regen was de lucht fris.	efteråt; sedan	Efter regnet var luften frisk.	etterpå; senere	Etter regnet var luften frisk.	bagefter; efterfølgende	Efter regnen var luften frisk.	jälkeenpäin; sen jälkeen	Sateen jälkeen ilma oli raikas.
4116:过时	过时	过时	przestarzały; niemodny	Ten projekt jest już przestarzały.	verouderd; uit de tijd	Dit ontwerp is al verouderd.	föråldrad; omodern	Den här designen är redan föråldrad.	utdatert; umoderne	Dette designet er allerede utdatert.	forældet; umoderne	Dette design er allerede forældet.	vanhentunut; pois muodista	Tämä suunnittelu on jo vanhentunut.
4117:海内外	海内外	海内外	w kraju i za granicą	Ta uczelnia przyciąga studentów z kraju i z zagranicy.	binnen- en buitenland	Deze universiteit trekt studenten uit binnen- en buitenland aan.	hemma och utomlands	Universitetet lockar studenter hemma och utomlands.	hjemme og i utlandet	Dette universitetet tiltrekker studenter hjemme og i utlandet.	hjemme og i udlandet	Dette universitet tiltrækker studerende hjemme og i udlandet.	kotimaassa ja ulkomailla	Tämä yliopisto houkuttelee opiskelijoita kotimaasta ja ulkomailta.
4118:海岸	海岸	海岸	wybrzeże; brzeg morza	Spacerowaliśmy wzdłuż wybrzeża.	kust; zeekust	We liepen langs de kust.	kust; havsstrand	Vi promenerade längs kusten.	kyst; havstrand	Vi gikk langs kysten.	kyst; havstrand	Vi gik langs kysten.	rannikko; merenranta	Kävelimme rannikkoa pitkin.
4120:海面	海面	海面	powierzchnia morza	Zachód słońca odbijał się na powierzchni morza.	zeeoppervlak	De zonsondergang scheen op het zeeoppervlak.	havsyta	Solnedgången lyste på havsytan.	havoverflate	Solnedgangen skinte på havoverflaten.	havoverflade	Solnedgangen lyste på havoverfladen.	merenpinta	Auringonlasku loisti meren pinnalla.
4121:海域	海域	海域	akwen; obszar morski	Ten akwen nadaje się do połowu ryb.	zeegebied; wateren	Dit zeegebied is geschikt om te vissen.	havsområde; vatten	Det här havsområdet lämpar sig för fiske.	havområde; farvann	Dette havområdet egner seg til fiske.	havområde; farvand	Dette havområde egner sig til fiskeri.	merialue; vedet	Tämä merialue sopii kalastukseen.
4122:害	害	害	krzywda; szkodzić	Palenie szkodzi ciału.	schade; schaden	Roken schaadt het lichaam.	skada; skada någon	Rökning skadar kroppen.	skade; gjøre skade	Røyking skader kroppen.	skade; gøre skade	Rygning skader kroppen.	haitta; vahingoittaa	Tupakointi vahingoittaa kehoa.
4123:寒冬	寒冬	寒冬	mroźna zima	W mroźną zimę na ulicy jest niewielu pieszych.	koude winter	In de koude winter zijn er weinig voetgangers op straat.	kall vinter	Under den kalla vintern är det få fotgängare på gatan.	kald vinter	I den kalde vinteren er det få fotgjengere på gaten.	kold vinter	I den kolde vinter er der få fodgængere på gaden.	kylmä talvi	Kylmänä talvena kadulla on vähän jalankulkijoita.
4126:旱灾	旱灾	旱灾	susza; klęska suszy	Susza wpłynęła na lokalne rolnictwo.	droogteramp; ernstige droogte	De droogte trof de lokale landbouw.	torkkatastrof	Torkan påverkade det lokala jordbruket.	tørkekatastrofe	Tørken påvirket det lokale jordbruket.	tørkekatastrofe	Tørken påvirkede det lokale landbrug.	kuivuuskatastrofi	Kuivuus vaikutti paikalliseen maatalouteen.
4128:毫不	毫不	毫不	ani trochę; wcale	W obliczu trudności ani trochę się nie wycofał.	helemaal niet; geen moment	Hij deinsde helemaal niet terug voor moeilijkheden.	inte alls; inte det minsta	Han vek inte alls tillbaka inför svårigheterna.	ikke i det hele tatt	Han trakk seg ikke tilbake i det hele tatt da han møtte vansker.	slet ikke	Han trak sig slet ikke tilbage over for vanskelighederne.	ei lainkaan; ei ollenkaan	Hän ei perääntynyt lainkaan vaikeuksien edessä.
