hsk_key	source_word	simplified	SI	example_SI	TA	example_TA
4178:患	患	患	රෝගයකින් පෙළේ	ඔහු අධි රුධිර පීඩනයෙන් පෙළෙන නිසා නිතර පරීක්ෂා කළ යුතුය.	நோயால் பாதிக்கப்படு	அவர் உயர் இரத்த அழுத்தத்தால் பாதிக்கப்பட்டதால் முறையாக பரிசோதிக்க வேண்டும்.
4181:黄	黄	黄	කහ; හුවාං වාසගම	හුවාං චීනයේ සාමාන්‍ය වාසගමකි.	மஞ்சள்; ஹுவாங் குடும்பப்பெயர்	ஹுவாங் சீனாவில் பொதுவான குடும்பப்பெயர்.
4187:回头	回头	回头	හැරී බලයි; පසුව	ඔහු හැරී එක් වරක් බැලුවේය.	திரும்பிப் பார்; பின்னர்	அவர் திரும்பிப் பார்த்து ஒரு முறை கவனித்தார்.
4188:汇	汇	汇	මුදල් යවයි; එක්රැස් වෙයි	කරුණාකර මුදල් මෙම ගිණුමට යවන්න.	பணம் அனுப்பு; ஒன்று கூட	தயவுசெய்து பணத்தை இந்த கணக்குக்கு அனுப்புங்கள்.
4190:绘画	绘画	绘画	චිත්‍ර අඳීම; චිත්‍රකලා	ඇය කුඩා කාලයේ සිට චිත්‍ර අඳීමට කැමතිය.	ஓவியம்; ஓவியம் வரையுதல்	அவள் சிறு வயதிலிருந்தே ஓவியம் வரைவதை விரும்புகிறாள்.
4191:会见	会见	会见	හමු වේ; සාකච්ඡා සඳහා හමු වේ	විදුහල්පතිවරයා පැමිණි නියෝජිතයන් හමු විය.	சந்தித்து பேசு	தலைமை ஆசிரியர் வருகை தந்த பிரதிநிதிகளை சந்தித்தார்.
4192:汇款	汇款	汇款	මුදල් යවයි; මුදල් ප්‍රේෂණය	මම අද උදෑසන ඔබට මුදල් යවා ඇත.	பணம் அனுப்பு; பணமாற்று	நான் இன்று காலைவே உங்களுக்கு பணம் அனுப்பிவிட்டேன்.
4194:混	混	混	මිශ්‍ර කරයි; යන්තම් ගත කරයි	වෙනස් වර්ණවල ඇඳුම් එකට මිශ්‍ර කර සෝදන්න එපා.	கல; எப்படியோ சமாளி	வெவ்வேறு நிற ஆடைகளை ஒன்றாக கலந்து துவைக்க வேண்டாம்.
4200:火灾	火灾	火灾	ගිනි අනතුර	ගිනි අනතුර සිදු වූ පසු පදිංචිකරුවෝ ඉක්මනින් ඉවත් වූහ.	தீ விபத்து	தீ விபத்து ஏற்பட்ட பிறகு குடியிருப்பவர்கள் விரைவாக வெளியேறினர்.
4202:货车	货车	货车	භාණ්ඩ ලොරිය	භාණ්ඩ ලොරිය පලතුරු වෙළඳපොළට ගෙන ගියේය.	சரக்கு வண்டி	சரக்கு வண்டி பழங்களை சந்தைக்கு கொண்டு சென்றது.
4203:击败	击败	击败	පරාජය කරයි	ඔවුන් අවසන් තරගයේදී ශක්තිමත් කණ්ඩායමක් පරාජය කළහ.	தோற்கடி	அவர்கள் இறுதிப் போட்டியில் வலுவான அணியை தோற்கடித்தனர்.
4205:机动车	机动车	机动车	මෝටර් වාහනය	මෙම මාර්ගයේ මෝටර් වාහන ගමන් කිරීම තහනම්ය.	மோட்டார் வாகனம்	இந்த சாலையில் மோட்டார் வாகனங்கள் செல்ல தடை செய்யப்பட்டுள்ளது.
4214:机制	机制	机制	යාන්ත්‍රණය; ක්‍රමය	සමාගම නව ප්‍රතිලාභ යාන්ත්‍රණයක් ස්ථාපිත කළේය.	செயல்முறை; அமைப்பு	நிறுவனம் புதிய வெகுமதி செயல்முறையை அமைத்தது.
4217:急救	急救	急救	ප්‍රථමාධාර; හදිසි ප්‍රතිකාර	ඔහු මූලික ප්‍රථමාධාර දැනුම ඉගෙනගෙන ඇත.	முதலுதவி; அவசர சிகிச்சை	அவர் அடிப்படை முதலுதவி அறிவை கற்றுள்ளார்.
4220:极为	极为	极为	අතිශයින්; ඉතා	මෙම කාර්යය අතිශයින් වැදගත්ය.	மிகவும்; மிகுந்த	இந்த பணிக்கூறு மிகவும் முக்கியமானது.
