hsk_key	source_word	simplified	HI	example_HI	BN	example_BN	TL	example_TL
2578:建造	建造	建造	निर्माण करना	इस पुल के निर्माण में तीन साल लगे।	নির্মাণ করা	এই সেতু নির্মাণে তিন বছর লেগেছে।	itayo; buuin	Tatlong taon ang ginugol sa pagtatayo ng tulay na ito.
2581:讲话	讲话	讲话	बोलना; भाषण देना	नेता मंच पर भाषण दे रहे हैं।	কথা বলা; বক্তৃতা করা	নেতা মঞ্চে বক্তৃতা করছেন।	magsalita; talumpati	Nagsasalita ang lider sa entablado.
2584:讲述	讲述	讲述	सुनाना; वर्णन करना	यह किताब एक सच्ची कहानी सुनाती है।	বর্ণনা করা	এই বইটি একটি সত্য ঘটনা বর্ণনা করে।	ikuwento	Isinasalaysay ng aklat na ito ang isang tunay na kuwento.
2586:降水	降水	降水	वर्षा; बारिश	इस सप्ताह वर्षा स्पष्ट रूप से बढ़ी है।	বৃষ্টিপাত	এই সপ্তাহে বৃষ্টিপাত স্পষ্টভাবে বেড়েছে।	pag-ulan	Malinaw na dumami ang pag-ulan ngayong linggo.
2591:脚步	脚步	脚步	कदमों की आवाज़; चाल	दरवाज़े के बाहर से तेज़ कदमों की आवाज़ आई।	পায়ের শব্দ; পদক্ষেপ	দরজার বাইরে থেকে তাড়াহুড়োর পায়ের শব্দ এল।	yapak; hakbang	May narinig na mabilis na yapak sa labas ng pinto.
2593:较	较	较	अपेक्षाकृत	यह योजना अपेक्षाकृत उचित है।	তুলনামূলকভাবে	এই পরিকল্পনা তুলনামূলকভাবে যুক্তিসঙ্গত।	medyo; mas	Medyo makatwiran ang planong ito.
2599:接收	接收	接收	प्राप्त करना; स्वीकार करना	ईमेल बॉक्स ने फ़ाइल प्राप्त कर ली है।	গ্রহণ করা; পাওয়া	ইমেলবক্স ফাইলটি পেয়ে গেছে।	tumanggap	Natanggap na ng mailbox ang file.
2600:结	结	结	गांठ लगाना; बनना	उसने रस्सी में एक गांठ बांधी।	গিঁট; গিঁট বাঁধা	সে দড়িতে একটি গিঁট দিয়েছে।	buhol	Gumawa siya ng isang buhol sa lubid.
2606:今日	今日	今日	आज	आज की बैठक रद्द कर दी गई है।	আজ	আজকের সভা বাতিল হয়েছে।	ngayon	Nakansela na ang pulong ngayon.
2607:紧	紧	紧	कसा हुआ; तनावपूर्ण	सूटकेस बहुत भरा है, ढक्कन बहुत कसकर बंद हुआ।	টাইট; চাপপূর্ণ	বাক্সটি খুব ভরা, ঢাকনাটি খুব টাইট করে বন্ধ হয়েছে।	mahigpit; maigting	Punong-puno ang maleta, kaya mahigpit ang pagkakasara ng takip.
2611:紧密	紧密	紧密	घनिष्ठ; कसकर जुड़ा	दो विभाग घनिष्ठ सहयोग बनाए रखते हैं।	ঘনিষ্ঠ; আঁটসাঁট	দুটি বিভাগ ঘনিষ্ঠ সহযোগিতা বজায় রাখে।	malapit; mahigpit	Napananatili ng dalawang departamento ang malapit na kooperasyon.
2617:近年来	近年来	近年来	हाल के वर्षों में	हाल के वर्षों में इस शहर में बहुत बदलाव आया है।	সাম্প্রতিক বছরগুলোতে	সাম্প্রতিক বছরগুলোতে এই শহরে অনেক পরিবর্তন হয়েছে।	nitong mga nakaraang taon	Nitong mga nakaraang taon, malaki ang ipinagbago ng lungsod na ito.
2618:近期	近期	近期	निकट भविष्य; हाल की अवधि	निकट भविष्य में हम नई व्यवस्था घोषित करेंगे।	সাম্প্রতিক সময়; নিকট ভবিষ্যৎ	নিকট ভবিষ্যতে আমরা নতুন ব্যবস্থা ঘোষণা করব।	malapit na panahon	Iaanunsiyo namin ang bagong ayos sa malapit na panahon.
2619:近日	近日	近日	हाल में; आने वाले दिनों में	हाल में तापमान स्पष्ट रूप से घटा है।	সাম্প্রতিক দিনে	সাম্প্রতিক দিনে তাপমাত্রা স্পষ্টভাবে কমেছে।	kamakailan	Kamakailan, malinaw na bumaba ang temperatura.
2620:进一步	进一步	进一步	आगे; और अधिक	दोनों पक्ष सहयोग के विवरण पर आगे चर्चा करेंगे।	আরও; পরবর্তী ধাপে	দুই পক্ষ সহযোগিতার বিস্তারিত আরও আলোচনা করবে।	higit pa; karagdagang	Karagdagang tatalakayin ng magkabilang panig ang detalye ng kooperasyon.
2624:惊喜	惊喜	惊喜	सुखद आश्चर्य	दोस्तों ने उसके लिए एक सुखद आश्चर्य तैयार किया।	সুন্দর চমক	বন্ধুরা তার জন্য একটি সুন্দর চমক প্রস্তুত করেছে।	masayang sorpresa	Naghanda ang mga kaibigan niya ng masayang sorpresa.
2626:静	静	静	शांत; स्थिर	रात गहरी हो गई, सड़क बहुत शांत है।	শান্ত; স্থির	রাত গভীর হয়েছে, রাস্তা খুব শান্ত।	tahimik	Malalim na ang gabi at tahimik ang kalye.
2628:久远	久远	久远	बहुत पुराना; दूरस्थ	यह किंवदंती बहुत पुराने युग से आती है।	সুদূর অতীতের	এই কিংবদন্তি সুদূর অতীত থেকে এসেছে।	napakatagal na	Ang alamat na ito ay mula pa sa napakatagal na panahon.
