simplified	LO	example_LO
自私	ເຫັນແກ່ຕົວ	ຄົນບໍ່ຄວນເຫັນແກ່ຕົວເກີນໄປ.
自由	ເສລີພາບ	ທຸກຄົນຖະໜອມເສລີພາບ.
自愿	ສະໝັກໃຈ	ພວກເຂົາສະໝັກໃຈເຂົ້າຮ່ວມກິດຈະກຳ.
综合	ຮວບຮວມ	ພວກເຮົາຕ້ອງພິຈາລະນາປັດໄຈຕ່າງໆຢ່າງຮວບຮວມ.
总裁	ປະທານບໍລິຫານ	ມື້ນີ້ປະທານບໍລິຫານກ່າວປາໄສ.
总共	ລວມທັງໝົດ	ການເດີນທາງຄັ້ງນີ້ໃຊ້ເງິນລວມທັງໝົດສາມພັນຢວນ.
总理	ນາຍົກລັດຖະມົນຕີ	ນາຍົກລັດຖະມົນຕີເຂົ້າຮ່ວມການປະຊຸມ.
总算	ໃນທີ່ສຸດ	ບັນຫານີ້ໃນທີ່ສຸດກໍໄດ້ຮັບການແກ້ໄຂ.
总统	ປະທານາທິບໍດີ	ປະທານາທິບໍດີກ່າວປາໄສຜ່ານໂທລະພາບ.
总之	ສະຫຼຸບແລ້ວ	ສະຫຼຸບແລ້ວ ພວກເຮົາຕ້ອງເຮັດໃຫ້ສຳເລັດຕາມເວລາ.
组	ແບ່ງກຸ່ມ	ອາຈານແບ່ງພວກເຮົາເປັນສາມກຸ່ມ.
组成	ປະກອບດ້ວຍ	ນ້ຳປະກອບດ້ວຍໄຮໂດຣເຈນແລະອອກຊິເຈນ.
组合	ການປະສົມສີ	ການປະສົມສີນີ້ເບິ່ງດີ.
组织	ຈັດຕັ້ງ	ໂຮງຮຽນຈັດຕັ້ງການເດີນທາງ.
阻止	ຢຸດຢັ້ງ	ຕຳຫຼວດຢຸດຢັ້ງພຶດຕິກຳອັນຕະລາຍ.
最初	ຕອນແລກ	ຕອນແລກຂ້ອຍບໍ່ຄ່ອຍເຂົ້າໃຈ.
醉	ເມົາ	ລາວດື່ມຫຼາຍເກີນໄປແລະເມົານິດໜ່ອຍ.
尊敬	ເຄົາລົບ	ນັກຮຽນທຸກຄົນເຄົາລົບອາຈານ.
遵守	ປະຕິບັດຕາມ	ພວກເຮົາຕ້ອງປະຕິບັດຕາມກົດຈະລາຈອນ.
作品	ຜົນງານ	ຮູບວາດນີ້ແມ່ນຜົນງານຂອງລາວ.
作为	ໃນຖານະ	ໃນຖານະອາຈານ ລາວມີຄວາມອົດທົນຫຼາຍ.
作文	ບົດຂຽນ	ອາຈານໃຫ້ພວກເຮົາຂຽນບົດຂຽນ.
