hsk_key	source_word	simplified	PL	example_PL	NL	example_NL	SV	example_SV	NO	example_NO	DA	example_DA	FI	example_FI
2572:建	建	建	budować; zbudować	Wieś planuje zbudować nową szkołę.	bouwen	Het dorp is van plan een nieuwe school te bouwen.	bygga	Byn planerar att bygga en ny skola.	bygge	Landsbyen planlegger å bygge en ny skole.	bygge	Landsbyen planlægger at bygge en ny skole.	rakentaa	Kylä aikoo rakentaa uuden koulun.
2573:键	键	键	klawisz; przycisk	Jeden klawisz na klawiaturze komputera jest zepsuty.	toets; knop	Een toets op het computertoetsenbord is kapot.	tangent; knapp	En tangent på datorns tangentbord är trasig.	tast; knapp	En tast på datamaskintastaturet er ødelagt.	tast; knap	En tast på computerens tastatur er i stykker.	näppäin; painike	Yksi tietokoneen näppäimistön näppäin on rikki.
2574:渐渐	渐渐	渐渐	stopniowo; powoli	Niebo stopniowo pociemniało.	geleidelijk; langzamerhand	De lucht werd geleidelijk donkerder.	gradvis; efter hand	Himlen blev gradvis mörkare.	gradvis; litt etter litt	Himmelen ble gradvis mørkere.	gradvist; lidt efter lidt	Himlen blev gradvist mørkere.	vähitellen; hiljalleen	Taivas tummui vähitellen.
2578:建造	建造	建造	budować; konstruować	Budowa tego mostu zajęła trzy lata.	bouwen; construeren	De bouw van deze brug duurde drie jaar.	bygga; uppföra	Det tog tre år att bygga den här bron.	bygge; konstruere	Det tok tre år å bygge denne broen.	bygge; opføre	Det tog tre år at bygge denne bro.	rakentaa; tehdä	Tämän sillan rakentaminen kesti kolme vuotta.
2581:讲话	讲话	讲话	mówić; przemawiać	Lider przemawia teraz na scenie.	spreken; toespraak houden	De leider staat op het podium te spreken.	tala; hålla tal	Ledaren talar på scenen.	tale; holde tale	Lederen holder tale på scenen.	tale; holde tale	Lederen taler på scenen.	puhua; pitää puhe	Johtaja puhuu lavalla.
2584:讲述	讲述	讲述	opowiadać; relacjonować	Ta książka opowiada prawdziwą historię.	vertellen; beschrijven	Dit boek vertelt een waargebeurd verhaal.	berätta; återge	Den här boken berättar en sann historia.	fortelle; skildre	Denne boken forteller en sann historie.	fortælle; berette	Denne bog fortæller en sand historie.	kertoa; selostaa	Tämä kirja kertoo tositarinan.
2586:降水	降水	降水	opady; opad atmosferyczny	W tym tygodniu opady wyraźnie się zwiększyły.	neerslag; regenval	Deze week is de neerslag duidelijk toegenomen.	nederbörd; regnfall	Nederbörden har ökat tydligt den här veckan.	nedbør; regnfall	Nedbøren har økt tydelig denne uken.	nedbør; regnfald	Nedbøren er tydeligt steget i denne uge.	sade; sademäärä	Tällä viikolla sademäärä on selvästi lisääntynyt.
2591:脚步	脚步	脚步	kroki; tempo	Za drzwiami rozległ się szybki odgłos kroków.	voetstap; tempo	Van buiten de deur klonken snelle voetstappen.	fotsteg; takt	Snabba fotsteg hördes utanför dörren.	fottrinn; tempo	Det kom raske fottrinn utenfor døren.	fodtrin; tempo	Der lød hurtige fodtrin uden for døren.	askel; tahti	Oven ulkopuolelta kuului kiireisiä askeleita.
2593:较	较	较	stosunkowo; relatywnie	Ten plan jest stosunkowo rozsądny.	relatief; verhoudingsgewijs	Dit plan is relatief redelijk.	relativt; jämförelsevis	Den här planen är jämförelsevis rimlig.	relativt; sammenlignet	Denne planen er relativt rimelig.	relativt; sammenlignet	Denne plan er relativt rimelig.	suhteellisen; verrattain	Tämä suunnitelma on suhteellisen järkevä.
2599:接收	接收	接收	odbierać; przyjmować	Skrzynka pocztowa już odebrała plik.	ontvangen; accepteren	De mailbox heeft het bestand al ontvangen.	ta emot; acceptera	Brevlådan har redan tagit emot filen.	motta; akseptere	Postkassen har allerede mottatt filen.	modtage; acceptere	Postkassen har allerede modtaget filen.	vastaanottaa; hyväksyä	Sähköpostilaatikko on jo vastaanottanut tiedoston.
2600:结	结	结	węzeł; zawiązać	Zawiązał węzeł na linie.	knoop; vormen	Hij legde een knoop in het touw.	knut; bilda	Han knöt en knut på repet.	knute; danne	Han knyttet en knute på tauet.	knude; danne	Han bandt en knude på rebet.	solmu; muodostaa	Hän teki solmun köyteen.
2606:今日	今日	今日	dzisiaj; dziś	Dzisiejsze spotkanie zostało już odwołane.	vandaag	De vergadering van vandaag is al geannuleerd.	i dag	Dagens möte har redan ställts in.	i dag	Dagens møte er allerede avlyst.	i dag	Dagens møde er allerede aflyst.	tänään	Tämän päivän kokous on jo peruttu.
2607:紧	紧	紧	ciasny; napięty	Walizka jest zbyt pełna, więc pokrywa jest bardzo mocno zamknięta.	strak; gespannen	De koffer is te vol en het deksel zit erg strak dicht.	stram; spänd	Väskan är för full och locket är stängt mycket tätt.	stram; spent	Kofferten er for full, og lokket er lukket veldig stramt.	stram; spændt	Kufferten er for fuld, og låget er lukket meget stramt.	tiukka; jännittynyt	Matkalaukku on liian täynnä, ja kansi on hyvin tiukasti kiinni.
2611:紧密	紧密	紧密	ścisły; bliski	Dwa działy utrzymują ścisłą współpracę.	nauw; hecht	De twee afdelingen onderhouden nauwe samenwerking.	nära; tät	De två avdelningarna har ett nära samarbete.	tett; nært	De to avdelingene har et tett samarbeid.	tæt; nært	De to afdelinger har et tæt samarbejde.	tiivis; läheinen	Kaksi osastoa tekee tiivistä yhteistyötä.
2617:近年来	近年来	近年来	w ostatnich latach	W ostatnich latach to miasto bardzo się zmieniło.	de afgelopen jaren	Deze stad is de afgelopen jaren sterk veranderd.	under de senaste åren	Under de senaste åren har den här staden förändrats mycket.	de siste årene	De siste årene har denne byen endret seg mye.	i de senere år	I de senere år har denne by ændret sig meget.	viime vuosina	Viime vuosina tämä kaupunki on muuttunut paljon.
2618:近期	近期	近期	ostatnio; w najbliższym czasie	W najbliższym czasie ogłosimy nowe ustalenia.	onlangs; binnenkort	Binnenkort maken we de nieuwe regelingen bekend.	den senaste tiden; inom kort	Inom kort kommer vi att meddela de nya arrangemangen.	den siste tiden; snart	Snart vil vi kunngjøre de nye ordningene.	den seneste tid; snart	Snart offentliggør vi de nye ordninger.	lähiaikoina; viime aikoina	Julkaisemme uudet järjestelyt lähiaikoina.
2619:近日	近日	近日	ostatnio; w najbliższych dniach	Ostatnio temperatura wyraźnie spadła.	onlangs; de komende dagen	De temperatuur is onlangs duidelijk gedaald.	nyligen; de närmaste dagarna	Temperaturen har nyligen sjunkit tydligt.	nylig; de nærmeste dagene	Temperaturen har nylig falt tydelig.	for nylig; de kommende dage	Temperaturen er for nylig faldet tydeligt.	viime päivinä; lähipäivinä	Lämpötila on viime päivinä laskenut selvästi.
2620:进一步	进一步	进一步	dalej; o krok dalej	Obie strony dalej omówią szczegóły współpracy.	verder; nog een stap	Beide partijen zullen de details van de samenwerking verder bespreken.	vidare; ytterligare ett steg	Båda parter ska diskutera samarbetets detaljer vidare.	videre; ett skritt til	Begge parter vil diskutere samarbeidsdetaljene videre.	videre; et skridt mere	Begge parter vil drøfte samarbejdets detaljer videre.	pidemmälle; vielä askel	Molemmat osapuolet keskustelevat yhteistyön yksityiskohdista vielä pidemmälle.
2624:惊喜	惊喜	惊喜	miła niespodzianka	Przyjaciele przygotowali dla niej miłą niespodziankę.	aangename verrassing	Haar vrienden bereidden een aangename verrassing voor haar voor.	glad överraskning	Vännerna förberedde en glad överraskning åt henne.	hyggelig overraskelse	Vennene forberedte en hyggelig overraskelse for henne.	behagelig overraskelse	Vennerne forberedte en behagelig overraskelse til hende.	iloinen yllätys	Ystävät valmistelivat hänelle iloisen yllätyksen.
2626:静	静	静	cichy; spokojny	Jest późna noc i na ulicy jest bardzo cicho.	stil; rustig	Het is diep in de nacht en de straat is erg stil.	tyst; stilla	Det är sent på natten och gatan är mycket tyst.	stille; rolig	Det er sent på natten, og gaten er veldig stille.	stille; rolig	Det er sent om natten, og gaden er meget stille.	hiljainen; tyyni	On myöhäinen yö, ja katu on hyvin hiljainen.
2628:久远	久远	久远	odległy; dawny	Ta legenda pochodzi z bardzo dawnych czasów.	ver weg in de tijd; lang geleden	Deze legende komt uit een heel ver verleden.	avlägsen; forntida	Den här legenden kommer från en avlägsen tid.	fjern; gammel	Denne legenden kommer fra en fjern tid.	fjern; gammel	Denne legende stammer fra en fjern tid.	kaukainen; muinainen	Tämä legenda on peräisin kaukaiselta ajalta.
2635:橘子	橘子	橘子	mandarynka	Kupiła torbę świeżych mandarynek.	mandarijn	Ze kocht een zak verse mandarijnen.	mandarin	Hon köpte en påse färska mandariner.	mandarin	Hun kjøpte en pose ferske mandariner.	mandarin	Hun købte en pose friske mandariner.	mandariini	Hän osti pussillisen tuoreita mandariineja.
2636:据	据	据	według; zgodnie z	Według prognozy pogody jutro będzie padać.	volgens; op basis van	Volgens de weersverwachting gaat het morgen regenen.	enligt; baserat på	Enligt väderprognosen kommer det att regna i morgon.	ifølge; basert på	Ifølge værmeldingen vil det regne i morgen.	ifølge; baseret på	Ifølge vejrudsigten vil det regne i morgen.	mukaan; perustuen	Sääennusteen mukaan huomenna sataa.
2637:距	距	距	znajdować się w odległości od; dystans	Szkoła znajduje się około dwóch kilometrów od dworca.	afstand hebben tot; verwijderd zijn van	De school ligt ongeveer twee kilometer van het station.	ligga på avstånd från; avstånd	Skolan ligger ungefär två kilometer från stationen.	ligge et stykke fra; avstand	Skolen ligger omtrent to kilometer fra stasjonen.	ligge i afstand fra; afstand	Skolen ligger cirka to kilometer fra stationen.	olla etäisyydellä; etäisyys	Koulu sijaitsee noin kahden kilometrin päässä asemalta.
2639:剧场	剧场	剧场	teatr; sala teatralna	Nowy teatr zostanie oficjalnie otwarty w przyszłym tygodniu.	theaterzaal; schouwburg	De nieuwe theaterzaal wordt volgende week officieel geopend.	teater; teatersal	Den nya teatern öppnar officiellt nästa vecka.	teater; scenehus	Det nye teateret åpner offisielt neste uke.	teater; teatersal	Det nye teater åbner officielt i næste uge.	teatteri; näyttämö	Uusi teatteri avataan virallisesti ensi viikolla.
2643:具有	具有	具有	posiadać; mieć	Ta książka ma wysoką wartość jako źródło odniesienia.	bezitten; hebben	Dit boek heeft een hoge naslagwaarde.	ha; besitta	Den här boken har högt referensvärde.	ha; besitte	Denne boken har høy referanseverdi.	have; besidde	Denne bog har høj referenceværdi.	olla; omata	Tällä kirjalla on suuri viitearvo.
2651:开幕	开幕	开幕	otwierać się; rozpocząć się	Festiwal filmowy oficjalnie rozpocznie się dziś wieczorem.	openen; beginnen	Het filmfestival opent vanavond officieel.	öppna; inledas	Filmfestivalen öppnar officiellt i kväll.	åpne; begynne	Filmfestivalen åpner offisielt i kveld.	åbne; begynde	Filmfestivalen åbner officielt i aften.	avautua; alkaa	Elokuvafestivaali avautuu virallisesti tänä iltana.
2654:开通	开通	开通	uruchomić; otworzyć połączenie	Ta linia metra zostanie uruchomiona jutro.	openen; in gebruik nemen	Deze metrolijn wordt morgen in gebruik genomen.	öppna för trafik; aktivera	Den här tunnelbanelinjen öppnar för trafik i morgon.	åpne for trafikk; aktivere	Denne t-banelinjen åpner for trafikk i morgen.	åbne for drift; aktivere	Denne metrolinje åbner for drift i morgen.	avata liikenteelle; ottaa käyttöön	Tämä metrolinja avataan liikenteelle huomenna.
2655:开业	开业	开业	otworzyć działalność; rozpocząć działalność	Nowa księgarnia otworzy działalność w przyszłym tygodniu.	openen; van start gaan	De nieuwe boekwinkel opent volgende week.	öppna verksamhet; starta	Den nya bokhandeln öppnar nästa vecka.	åpne virksomhet; starte	Den nye bokhandelen åpner neste uke.	åbne forretning; starte	Den nye boghandel åbner i næste uge.	avata liike; aloittaa toiminta	Uusi kirjakauppa avataan ensi viikolla.
2659:看作	看作	看作	uważać za; traktować jako	Wszyscy uważają go za rdzeń zespołu.	beschouwen als; zien als	Iedereen ziet hem als de kern van het team.	betrakta som; se som	Alla betraktar honom som lagets kärna.	betrakte som; se på som	Alle ser på ham som kjernen i teamet.	betragte som; se som	Alle betragter ham som holdets kerne.	pitää jonakin; katsoa joksikin	Kaikki pitävät häntä tiimin ytimenä.
2661:靠近	靠近	靠近	zbliżać się; być blisko	Proszę nie zbliżać się do niebezpiecznego obszaru.	naderen; dichtbij zijn	Kom alstublieft niet in de buurt van het gevaarlijke gebied.	närma sig; vara nära	Gå inte nära det farliga området.	nærme seg; være nær	Ikke gå nær det farlige området.	nærme sig; være tæt på	Gå ikke tæt på det farlige område.	lähestyä; olla lähellä	Älä mene vaarallisen alueen lähelle.
2663:科研	科研	科研	badania naukowe	Ten uniwersytet bardzo ceni pracę naukowo-badawczą.	wetenschappelijk onderzoek	Deze universiteit hecht veel belang aan wetenschappelijk onderzoek.	vetenskaplig forskning	Det här universitetet lägger stor vikt vid vetenskaplig forskning.	vitenskapelig forskning	Dette universitetet legger stor vekt på vitenskapelig forskning.	videnskabelig forskning	Dette universitet lægger stor vægt på videnskabelig forskning.	tieteellinen tutkimus	Tämä yliopisto pitää tieteellistä tutkimusta hyvin tärkeänä.
2668:客服	客服	客服	obsługa klienta	Skontaktowałem się z obsługą klienta, aby rozwiązać problem z zamówieniem.	klantenservice	Ik nam contact op met de klantenservice om het bestelprobleem op te lossen.	kundtjänst	Jag kontaktade kundtjänsten för att lösa problemet med beställningen.	kundeservice	Jeg kontaktet kundeservice for å løse problemet med bestillingen.	kundeservice	Jeg kontaktede kundeservice for at løse problemet med ordren.	asiakaspalvelu	Otin yhteyttä asiakaspalveluun ratkaistakseni tilausongelman.
2672:空中	空中	空中	w powietrzu	Latawiec leci wysoko w powietrzu.	in de lucht	De vlieger vliegt hoog in de lucht.	i luften	Draken flyger högt i luften.	i luften	Dragen flyr høyt i luften.	i luften	Dragen flyver højt i luften.	ilmassa	Leija lentää korkealla ilmassa.
2674:口袋	口袋	口袋	kieszeń	Włożył klucze do kieszeni.	zak; broekzak	Hij stopte de sleutel in zijn broekzak.	ficka	Han lade nyckeln i fickan.	lomme	Han la nøkkelen i lommen.	lomme	Han lagde nøglen i lommen.	tasku	Hän laittoi avaimen taskuun.
2676:库	库	库	magazyn; baza danych	Firma zapisała materiały w bazie danych.	magazijn; database	Het bedrijf sloeg de materialen op in de database.	lager; databas	Företaget lagrade materialet i databasen.	lager; database	Selskapet lagret materialet i databasen.	lager; database	Virksomheden lagrede materialerne i databasen.	varasto; tietokanta	Yritys tallensi aineistot tietokantaan.
2678:宽度	宽度	宽度	szerokość	Szerokość tego stołu wynosi jeden metr.	breedte	De breedte van deze tafel is één meter.	bredd	Bredden på det här bordet är en meter.	bredde	Bredden på dette bordet er én meter.	bredde	Bredden på dette bord er en meter.	leveys	Tämän pöydän leveys on yksi metri.
2679:亏	亏	亏	tracić pieniądze; mieć stratę	Ten sklep stracił w zeszłym miesiącu sporo pieniędzy.	verlies lijden; tekortkomen	Deze winkel leed vorige maand behoorlijk verlies.	gå med förlust; sakna	Den här butiken gick med ganska stor förlust förra månaden.	gå med tap; mangle	Denne butikken gikk med ganske stort tap forrige måned.	lide tab; mangle	Denne butik led et ganske stort tab i sidste måned.	tehdä tappiota; puuttua	Tämä kauppa teki viime kuussa melko suuren tappion.
2686:老公	老公	老公	mąż; potocznie	Jej mąż pracował dziś do późna.	echtgenoot; man	Haar man werkte vandaag tot laat over.	make; vardagligt	Hennes man arbetade övertid till sent i dag.	ektemann; mann	Mannen hennes jobbet overtid til sent i dag.	ægtemand; mand	Hendes mand arbejdede over til sent i dag.	aviomies; puoliso	Hänen miehensä teki tänään ylitöitä myöhään.
2689:姥爷	姥爷	姥爷	dziadek ze strony matki	Gdy byłem mały, często spędzałem wakacje u dziadka ze strony matki.	grootvader van moederskant	Toen ik klein was, bracht ik de zomervakantie vaak bij mijn grootvader van moederskant door.	morfar	När jag var liten tillbringade jag ofta sommarlovet hos morfar.	morfar	Da jeg var liten, tilbrakte jeg ofte sommerferien hos morfar.	morfar	Da jeg var lille, tilbragte jeg ofte sommerferien hos min morfar.	äidinisä	Lapsena vietin usein kesäloman äidinisäni luona.
