hsk_key	source_word	simplified	JA	example_JA	KO	example_KO	VI	example_VI	TH	example_TH	MS	example_MS	ID	example_ID
4076:古迹	古迹	古迹	史跡; 古跡	観光客は地元の史跡を見学した。	유적	관광객들은 현지 유적을 방문했다.	di tích lịch sử	Du khách đã tham quan các di tích địa phương.	โบราณสถาน	นักท่องเที่ยวไปชมโบราณสถานในท้องถิ่น	tapak bersejarah	Pelancong melawat tapak bersejarah tempatan.	situs bersejarah	Para wisatawan mengunjungi situs bersejarah setempat.
4078:古人	古人	古人	古代の人; 古人	古代の人は早くから星空を観察していた。	옛사람; 고대인	옛사람들은 일찍부터 별하늘을 관찰했다.	người xưa	Người xưa đã quan sát bầu trời sao từ rất sớm.	คนสมัยโบราณ	คนสมัยโบราณสังเกตท้องฟ้ายามค่ำคืนตั้งแต่เนิ่นๆ	orang zaman dahulu	Orang zaman dahulu sudah lama memerhatikan langit berbintang.	orang zaman dahulu	Orang zaman dahulu sudah sejak awal mengamati langit berbintang.
4079:股市	股市	股市	株式市場	今日の株式市場は大きく変動した。	주식 시장	오늘 주식 시장은 크게 변동했다.	thị trường chứng khoán	Hôm nay thị trường chứng khoán biến động mạnh.	ตลาดหุ้น	วันนี้ตลาดหุ้นผันผวนมาก	pasaran saham	Hari ini pasaran saham turun naik dengan kuat.	pasar saham	Hari ini pasar saham berfluktuasi besar.
4082:顾	顾	顾	かまう; 考慮する	彼は仕事が忙しすぎて休む余裕がない。	돌보다; 고려하다	그는 일이 너무 바빠서 쉴 틈이 없다.	chăm lo; xét đến	Anh ấy quá bận làm việc nên không lo nghỉ ngơi được.	ดูแล; คำนึงถึง	เขายุ่งกับงานมากจนไม่มีเวลาพัก	menjaga; mengambil kira	Dia terlalu sibuk bekerja sehingga tidak sempat berehat.	memperhatikan; mempertimbangkan	Dia terlalu sibuk bekerja sehingga tidak sempat beristirahat.
4086:拐	拐	拐	曲がる; 誘拐する	前の交差点を右に曲がってください。	돌다; 유괴하다	앞 교차로에서 오른쪽으로 도세요.	rẽ; bắt cóc	Hãy rẽ phải ở ngã tư phía trước.	เลี้ยว; ลักพาตัว	เลี้ยวขวาที่สี่แยกข้างหน้า	membelok; menculik	Belok kanan di persimpangan hadapan.	berbelok; menculik	Belok kanan di persimpangan depan.
4089:关爱	关爱	关爱	思いやる; 気遣う	社会は高齢者を思いやるべきだ。	보살피다; 관심을 보이다	사회는 노인을 보살펴야 한다.	quan tâm chăm sóc	Xã hội nên quan tâm chăm sóc người già.	เอาใจใส่	สังคมควรเอาใจใส่ผู้สูงอายุ	mengambil berat	Masyarakat patut mengambil berat tentang warga tua.	peduli; menyayangi	Masyarakat harus peduli kepada orang tua.
4093:关联	关联	关联	関連する; 関連	この2つの問題は互いに関連している。	관련되다; 관련	이 두 문제는 서로 관련되어 있다.	liên quan; mối liên hệ	Hai vấn đề này liên quan với nhau.	เกี่ยวข้อง; ความเชื่อมโยง	ปัญหาสองข้อนี้เกี่ยวข้องกัน	berkaitan; hubungan	Kedua-dua isu ini saling berkaitan.	berkaitan; hubungan	Kedua masalah ini saling berkaitan.
4094:观赏	观赏	观赏	観賞する; 味わう	観光客は湖のほとりで夕日を観賞した。	감상하다	관광객들은 호숫가에서 해넘이를 감상했다.	thưởng ngoạn; xem	Du khách thưởng ngoạn hoàng hôn bên hồ.	ชม; ชื่นชม	นักท่องเที่ยวชมพระอาทิตย์ตกริมทะเลสาบ	menikmati; menonton	Pelancong menikmati matahari terbenam di tepi tasik.	menikmati; menonton	Para wisatawan menikmati matahari terbenam di tepi danau.
4095:官员	官员	官员	役人; 官僚	その役人は記者の質問に答えた。	관리; 공무원	그 관리는 기자의 질문에 답했다.	quan chức	Vị quan chức này trả lời câu hỏi của phóng viên.	เจ้าหน้าที่รัฐ; ข้าราชการ	เจ้าหน้าที่รัฐคนนี้ตอบคำถามนักข่าว	pegawai kerajaan	Pegawai itu menjawab soalan wartawan.	pejabat	Pejabat itu menjawab pertanyaan wartawan.
4096:管道	管道	管道	パイプライン; 配管	作業員は地下の配管を点検している。	관로; 파이프라인	작업자들이 지하 관로를 점검하고 있다.	đường ống	Công nhân đang kiểm tra đường ống ngầm.	ท่อ; ท่อส่ง	คนงานกำลังตรวจสอบท่อใต้ดิน	saluran paip	Pekerja sedang memeriksa saluran paip bawah tanah.	pipa; saluran pipa	Pekerja sedang memeriksa pipa bawah tanah.
4099:归	归	归	帰属する; 戻る	この本は図書館の所有物だ。	속하다; 돌아가다	이 책은 도서관 소유이다.	thuộc về; trở về	Cuốn sách này thuộc về thư viện.	เป็นของ; กลับไป	หนังสือเล่มนี้เป็นของห้องสมุด	milik; kembali	Buku ini milik perpustakaan.	milik; kembali	Buku ini milik perpustakaan.
4106:贵重	贵重	贵重	貴重な; 高価な	貴重品は金庫に入れてください。	귀중한; 값비싼	귀중품은 금고에 넣어 주세요.	quý giá; đắt tiền	Xin hãy để đồ quý giá vào két sắt.	มีค่า	กรุณาใส่ของมีค่าไว้ในตู้เซฟ	berharga	Sila letakkan barang berharga ke dalam peti keselamatan.	berharga	Harap masukkan barang berharga ke brankas.
4107:棍	棍	棍	棒; ぼう	彼は1本の棒でテントを支えた。	막대기	그는 막대기 하나로 텐트를 받쳤다.	gậy; que	Anh ấy dùng một cây gậy chống lều lên.	ไม้ท่อน	เขาใช้ไม้ท่อนหนึ่งค้ำเต็นท์	batang kayu	Dia menggunakan sebatang kayu untuk menyokong khemah.	tongkat; batang	Dia menggunakan sebatang tongkat untuk menyangga tenda.
4108:国宝	国宝	国宝	国宝; こくほう	パンダは多くの人に国宝と見なされている。	국보	판다는 많은 사람에게 국보로 여겨진다.	quốc bảo; báu vật quốc gia	Gấu trúc được nhiều người coi là báu vật quốc gia.	สมบัติของชาติ	หลายคนถือว่าแพนด้าเป็นสมบัติของชาติ	khazanah negara	Panda dianggap oleh ramai orang sebagai khazanah negara.	harta nasional	Panda dianggap banyak orang sebagai harta nasional.
4109:国产	国产	国产	国産の	この車は国産ブランドだ。	국산의	이 차는 국산 브랜드이다.	sản xuất trong nước	Chiếc xe này là thương hiệu trong nước.	ผลิตในประเทศ	รถคันนี้เป็นแบรนด์ที่ผลิตในประเทศ	buatan tempatan	Kereta ini ialah jenama buatan tempatan.	buatan dalam negeri	Mobil ini adalah merek buatan dalam negeri.
4110:国歌	国歌	国歌	国歌; こっか	試合前にみんなで国歌を歌った。	국가	경기 전에 모두 함께 국가를 불렀다.	quốc ca	Trước trận đấu, mọi người cùng hát quốc ca.	เพลงชาติ	ก่อนการแข่งขันทุกคนร้องเพลงชาติด้วยกัน	lagu kebangsaan	Sebelum perlawanan, semua orang menyanyikan lagu kebangsaan bersama-sama.	lagu kebangsaan	Sebelum pertandingan, semua orang menyanyikan lagu kebangsaan bersama.
4111:国旗	国旗	国旗	国旗; こっき	学校の門に国旗が掲げられている。	국기	학교 정문에 국기가 걸려 있다.	quốc kỳ	Quốc kỳ được treo ở cổng trường.	ธงชาติ	มีธงชาติแขวนอยู่ที่หน้าประตูโรงเรียน	bendera kebangsaan	Bendera kebangsaan tergantung di pintu masuk sekolah.	bendera nasional	Bendera nasional tergantung di gerbang sekolah.
4112:国情	国情	国情	国情; こくじょう	政策を作るときは自国の国情を考慮する必要がある。	국내 사정; 나라의 실정	정책을 세울 때는 자국의 국내 사정을 고려해야 한다.	tình hình đất nước	Khi xây dựng chính sách, cần xét đến tình hình đất nước mình.	สภาพของประเทศ	การกำหนดนโยบายต้องคำนึงถึงสภาพของประเทศตน	keadaan negara	Membuat dasar perlu mengambil kira keadaan negara sendiri.	kondisi nasional	Membuat kebijakan harus mempertimbangkan kondisi nasional negara sendiri.
4115:过后	过后	过后	後で; その後	雨の後、空気はとても新鮮だった。	이후; 지나간 뒤	비가 온 뒤 공기가 매우 상쾌했다.	sau đó; sau khi	Sau cơn mưa, không khí rất trong lành.	หลังจากนั้น	หลังฝนตก อากาศสดชื่นมาก	selepas itu	Selepas hujan, udara sangat segar.	setelah itu	Setelah hujan, udara terasa segar.
4116:过时	过时	过时	時代遅れの	このデザインはもう時代遅れだ。	시대에 뒤떨어진	이 디자인은 이미 시대에 뒤떨어졌다.	lỗi thời	Kiểu thiết kế này đã lỗi thời.	ล้าสมัย	การออกแบบแบบนี้ล้าสมัยแล้ว	ketinggalan zaman	Reka bentuk ini sudah ketinggalan zaman.	ketinggalan zaman	Desain ini sudah ketinggalan zaman.
4117:海内外	海内外	海内外	国内外; 海外と国内	この大学は国内外の学生を引きつけている。	국내외	이 대학은 국내외 학생들을 끌어들인다.	trong và ngoài nước	Trường đại học này thu hút sinh viên trong và ngoài nước.	ทั้งในและต่างประเทศ	มหาวิทยาลัยนี้ดึงดูดนักศึกษาทั้งในและต่างประเทศ	dalam dan luar negara	Universiti ini menarik pelajar dari dalam dan luar negara.	dalam dan luar negeri	Universitas ini menarik mahasiswa dari dalam dan luar negeri.
4118:海岸	海岸	海岸	海岸; かいがん	私たちは海岸に沿って散歩した。	해안	우리는 해안을 따라 산책했다.	bờ biển	Chúng tôi đi dạo dọc bờ biển.	ชายฝั่ง	พวกเราเดินเล่นเลียบชายฝั่ง	pantai	Kami berjalan-jalan di sepanjang pantai.	pantai	Kami berjalan-jalan di sepanjang pantai.
4120:海面	海面	海面	海面; かいめん	夕日が海面を照らしていた。	해수면; 바다 표면	석양이 바다 표면에 비쳤다.	mặt biển	Ánh hoàng hôn chiếu trên mặt biển.	ผิวน้ำทะเล	แสงอาทิตย์ยามเย็นส่องบนผิวน้ำทะเล	permukaan laut	Cahaya senja menyinari permukaan laut.	permukaan laut	Cahaya senja menyinari permukaan laut.
4121:海域	海域	海域	海域; かいいき	この海域は漁に適している。	해역	이 해역은 고기잡이에 적합하다.	vùng biển	Vùng biển này thích hợp để đánh cá.	พื้นที่ทะเล	พื้นที่ทะเลนี้เหมาะสำหรับจับปลา	kawasan laut	Kawasan laut ini sesuai untuk menangkap ikan.	wilayah laut	Wilayah laut ini cocok untuk menangkap ikan.
4122:害	害	害	害する; 害	喫煙は体を害する。	해치다; 해	흡연은 몸을 해친다.	hại; làm hại	Hút thuốc làm hại cơ thể.	ทำร้าย; เป็นอันตราย	การสูบบุหรี่ทำร้ายร่างกาย	membahayakan; mudarat	Merokok membahayakan tubuh.	membahayakan; merugikan	Merokok membahayakan tubuh.
4123:寒冬	寒冬	寒冬	厳冬; 寒い冬	厳冬には通りの歩行者が少ない。	한겨울; 추운 겨울	추운 겨울에는 거리에 행인이 적다.	mùa đông lạnh giá	Trong mùa đông lạnh giá, trên phố ít người đi bộ.	ฤดูหนาวจัด	ในฤดูหนาวจัด ถนนมีคนเดินน้อย	musim sejuk yang dingin	Pada musim sejuk yang dingin, hanya sedikit pejalan kaki di jalan.	musim dingin yang sangat dingin	Pada musim dingin yang sangat dingin, pejalan kaki di jalan sedikit.
