simplified	TA	example_TA
理由	காரணம்	தாமதமாக வர உனக்கு என்ன காரணம்?
利润	லாபம்	இந்த ஆண்டு நிறுவனத்தின் லாபம் அதிகரித்தது.
利息	வட்டி	வங்கி வட்டி அதிகமாக இல்லை.
利益	நலன்	அனைவரின் நலன்களையும் நாம் பாதுகாக்க வேண்டும்.
利用	பயன்படுத்துதல்	அவர் வார இறுதியை சீன மொழி கற்கப் பயன்படுத்துகிறார்.
力量	வலிமை	ஒற்றுமையே வலிமை.
立即	உடனடியாக	தயவு செய்து உடனடியாக இங்கிருந்து வெளியேறுங்கள்.
立刻	உடனே	செய்தி கேட்டதும் அவர் உடனே புறப்பட்டார்.
联合	இணைந்து	இரண்டு நிறுவனங்கள் இணைந்து தயாரிப்பை உருவாக்குகின்றன.
连忙	அவசரமாக	தொலைபேசி ஒலி கேட்டதும் அவர் அவசரமாக எடுத்தார்.
连续	தொடர்ச்சியாக	அவர் தொடர்ச்சியாக பத்து மணி நேரம் வேலை செய்தார்.
恋爱	காதல் உறவில் இருப்பது	அவர்கள் காதல் உறவில் இருக்கிறார்கள்.
粮食	தானியம்	இந்த ஆண்டின் தானிய உற்பத்தி அதிகரித்துள்ளது.
