hsk_key	source_word	simplified	TR	example_TR	SW	example_SW	AZ	example_AZ	UZ	example_UZ
4117:海内外	海内外	海内外	yurt içi ve yurt dışı	Bu üniversite yurt içinden ve dışından öğrencileri çekiyor.	ndani na nje ya nchi	Chuo kikuu hiki huvutia wanafunzi wa ndani na nje ya nchi.	ölkə daxilində və xaricdə	Bu universitet ölkə daxilindən və xaricdən tələbələri cəlb edir.	mamlakat ichida va chet elda	Bu universitet mamlakat ichidan va chet eldan talabalarni jalb qiladi.
4118:海岸	海岸	海岸	kıyı; sahil	Kıyı boyunca yürüdük.	pwani; ufukwe	Tulitembea kando ya pwani.	sahil; dəniz kənarı	Biz sahil boyunca gəzdik.	sohil; dengiz bo‘yi	Biz sohil bo‘ylab sayr qildik.
4120:海面	海面	海面	deniz yüzeyi	Gün batımı denizin yüzeyine vurdu.	uso wa bahari	Jua la machweo liliangaza juu ya uso wa bahari.	dəniz səthi	Gün batımı dənizin səthinə düşürdü.	dengiz yuzasi	Quyosh botishi dengiz yuzasida aks etdi.
4121:海域	海域	海域	deniz bölgesi; sular	Bu deniz bölgesi balık tutmak için uygun.	eneo la bahari; maji ya bahari	Eneo hili la bahari linafaa kwa uvuvi.	dəniz sahəsi; sular	Bu dəniz sahəsi balıq tutmaq üçün uyğundur.	dengiz hududi; suvlar	Bu dengiz hududi baliq ovlashga mos.
4122:害	害	害	zarar; zarar vermek	Sigara içmek vücuda zarar verir.	madhara; kudhuru	Uvutaji sigara hudhuru mwili.	zərər; zərər vermək	Siqaret çəkmək bədənə zərər verir.	zarar; zarar yetkazmoq	Chekish tanaga zarar yetkazadi.
4123:寒冬	寒冬	寒冬	sert kış; soğuk kış	Sert kışta sokakta az yaya vardır.	baridi kali ya msimu wa baridi	Katika baridi kali, kuna wapita njia wachache mtaani.	sərt qış; soyuq qış	Sərt qışda küçədə az piyada olur.	qahraton qish; sovuq qish	Qahraton qishda ko‘chada piyodalar kam bo‘ladi.
4126:旱灾	旱灾	旱灾	kuraklık felaketi	Kuraklık yerel tarımı etkiledi.	janga la ukame	Janga la ukame liliathiri kilimo cha eneo hilo.	quraqlıq fəlakəti	Quraqlıq fəlakəti yerli kənd təsərrüfatına təsir etdi.	qurg‘oqchilik ofati	Qurg‘oqchilik ofati mahalliy qishloq xo‘jaligiga ta’sir qildi.
4128:毫不	毫不	毫不	hiç; kesinlikle	Zorluklar karşısında hiç geri çekilmedi.	kabisa; hata kidogo	Hakusita kabisa mbele ya matatizo.	heç; qətiyyən	O, çətinliklər qarşısında qətiyyən geri çəkilmədi.	mutlaqo; hech ham	U qiyinchiliklar oldida mutlaqo chekinmadi.
4131:毫升	毫升	毫升	mililitre	Bu ilaçtan her seferinde on mililitre alın.	mililita	Tumia mililita kumi za dawa hii kila mara.	millilitr	Bu dərmandan hər dəfə on millilitr qəbul edin.	millilitr	Bu doridan har safar o‘n millilitr qabul qiling.
4132:好不	好不	好不	çok; oldukça	Bayramda sokaklar çok hareketliydi.	sana; kwa kweli	Barabara ilikuwa na shamrashamra sana wakati wa sikukuu.	çox; olduqca	Bayramda küçə çox canlı idi.	juda; ancha	Bayramda ko‘cha juda gavjum edi.
4133:好感	好感	好感	olumlu izlenim; hoşlanma	İlk görüşmede ondan hoşlandı.	hisia nzuri; mtazamo mzuri	Baada ya kukutana kwa mara ya kwanza, alimpenda.	xoş təəssürat; rəğbət	İlk görüşdən sonra ona rəğbət bəslədi.	yaxshi taassurot; yoqimli his	Birinchi uchrashuvdan keyin unda unga nisbatan yaxshi taassurot paydo bo‘ldi.
4134:好容易	好容易	好容易	güç bela; zor zahmet	Bileti güç bela alabildi.	kwa shida kubwa	Alifanikiwa kununua tiketi kwa shida kubwa.	çətinliklə; güclə	O, bileti çətinliklə ala bildi.	zo‘rg‘a; katta qiyinchilik bilan	U chiptani zo‘rg‘a sotib oldi.
4136:好学	好学	好学	öğrenmeye hevesli	Bu öğrenci zeki ve öğrenmeye hevesli.	mwenye bidii ya kujifunza	Mwanafunzi huyu ni mwerevu na ana bidii ya kujifunza.	öyrənməyə həvəsli	Bu tələbə ağıllı və öyrənməyə həvəslidir.	o‘qishga chanqoq; bilimga intiluvchan	Bu o‘quvchi aqlli va bilimga intiluvchan.
4144:黑暗	黑暗	黑暗	karanlık	Elektrik kesildikten sonra oda tamamen karanlık oldu.	giza	Baada ya umeme kukatika, chumba kilijaa giza.	qaranlıq	İşıq kəsiləndən sonra otaq tam qaranlıq oldu.	qorong‘i; qorong‘ilik	Elektr uzilgandan keyin xona butunlay qorong‘i bo‘ldi.
4146:狠	狠	狠	acımasız; sert	Biraz sert konuşuyor.	mkali; katili	Anazungumza kwa ukali kidogo.	sərt; amansız	O, bir az sərt danışır.	qattiq; shafqatsiz	U biroz qattiq gapiradi.
4149:衡量	衡量	衡量	ölçmek; değerlendirmek	Bir öğrenciyi sadece notlarla değerlendiremezsin.	kupima; kutathmini	Huwezi kumpima mwanafunzi kwa alama pekee.	ölçmək; qiymətləndirmək	Bir şagirdi yalnız qiymətlərlə ölçmək olmaz.	o‘lchamoq; baholamoq	O‘quvchini faqat baholar bilan baholab bo‘lmaydi.
4150:宏大	宏大	宏大	büyük; görkemli	Bu planın hedefleri çok büyük.	kuu; kubwa sana	Mpango huu una malengo makubwa.	möhtəşəm; geniş	Bu planın məqsədləri çox böyükdür.	ulug‘vor; keng	Bu rejaning maqsadlari ulug‘vor.
4153:后期	后期	后期	sonraki aşama; ileri dönem	Projenin sonraki aşamasında daha fazla fon gerekiyor.	hatua ya baadaye	Hatua ya baadaye ya mradi inahitaji fedha zaidi.	sonrakı mərhələ	Layihənin sonrakı mərhələsində daha çox vəsait lazımdır.	keyingi bosqich	Loyihaning keyingi bosqichida ko‘proq mablag‘ kerak.
4154:后人	后人	后人	sonraki kuşaklar; torunlar	Bu kitap birçok sonraki kuşağı etkiledi.	vizazi vya baadaye; wazao	Kitabu hiki kiliathiri vizazi vingi vya baadaye.	sonrakı nəsillər; varislər	Bu kitab bir çox sonrakı nəsillərə təsir etdi.	keyingi avlodlar; avlodlar	Bu kitob ko‘plab keyingi avlodlarga ta’sir qildi.
4155:后退	后退	后退	geri gitmek; geri çekilmek	Alarmı duyunca herkes hemen geri çekildi.	kurudi nyuma; kujiondoa	Waliposikia tahadhari, wote walirudi nyuma mara moja.	geri çəkilmək; geriyə getmək	Siqnalı eşidəndə hamı dərhal geri çəkildi.	orqaga chekinmoq; orqaga yurmoq	Signalni eshitib, hamma darhol orqaga chekindi.
4156:后者	后者	后者	ikincisi; sonraki	İki plan da iyi ama ikincisi daha ucuz.	wa pili; huyo wa mwisho	Mipango yote miwili ni mizuri, lakini wa pili ni nafuu zaidi.	ikincisi; sonuncu	Hər iki plan yaxşıdır, amma ikincisi daha ucuzdur.	ikkinchisi; keyingisi	Ikkala reja ham yaxshi, lekin ikkinchisi arzonroq.
4159:胡子	胡子	胡子	sakal; bıyık	Sakalı artık beyazlamış.	ndevu; masharubu	Ndevu zake tayari zimekuwa nyeupe.	saqqal; bığ	Onun saqqalı artıq ağarıb.	soqol; mo‘ylov	Uning soqoli allaqachon oqarib ketgan.
4160:户	户	户	hane; aile birimi	Bu köyde üç yüz hane var.	kaya; familia	Kijiji hiki kina kaya mia tatu.	ev təsərrüfatı; ailə	Bu kənddə üç yüz ailə yaşayır.	xonadon; oila birligi	Bu qishloqda uch yuz xonadon bor.
4161:互助	互助	互助	yardımlaşmak	Komşular birbirine yardım etmeli.	kusaidiana	Majirani wanapaswa kusaidiana.	bir-birinə kömək etmək	Qonşular bir-birinə kömək etməlidirlər.	bir-biriga yordam bermoq	Qo‘shnilar bir-biriga yordam berishi kerak.
4162:花朵	花朵	花朵	çiçek	İlkbaharda park çiçeklerle dolar.	ua; maua	Wakati wa masika, maua huchanua katika bustani nzima.	çiçək	Yazda park çiçəklərlə dolur.	gul; chechak	Bahorda park gullarga to‘ladi.
4164:滑冰	滑冰	滑冰	buz pateni yapmak	Küçüklüğünden beri buz pateni öğreniyor.	kuteleza kwenye barafu	Amejifunza kuteleza kwenye barafu tangu utotoni.	buzda sürüşmək; konkisürmə	O, uşaqlıqdan buzda sürüşməyi öyrənir.	konki uchmoq	U bolaligidan konki uchishni o‘rgangan.
4165:滑行	滑行	滑行	süzülmek; kaymak	Uçak pistte yavaşça ilerliyor.	kuteleza; kwenda taratibu	Ndege inateleza polepole kwenye njia ya kurukia.	sürüşmək; süzülmək	Təyyarə uçuş-enmə zolağında yavaş-yavaş hərəkət edir.	sirpanmoq; sekin yurmoq	Samolyot uchish-qo‘nish yo‘lagida sekin harakatlanmoqda.
4166:滑雪	滑雪	滑雪	kayak yapmak	Kışın kayak yapmak için kuzeye gideriz.	kuteleza kwenye theluji	Wakati wa baridi tunaenda kaskazini kuteleza kwenye theluji.	xizək sürmək	Qışda xizək sürmək üçün şimala gedirik.	chang‘i uchmoq	Qishda biz shimolga chang‘i uchishga boramiz.
4172:怀	怀	怀	kucak; bağrında tutmak	Kucağında küçük bir kedi tutuyordu.	kifua; mikono; kuthamini	Alimshika paka mdogo mikononi mwake.	qucaq; ürəyində saxlamaq	O, qucağında kiçik bir pişik tutmuşdu.	bag‘ir; quchoq; ardoqlamoq	U quchog‘ida kichkina mushukni ushlab turardi.
4176:环	环	环	halka; çember	Anahtar metal bir halkada asılı.	pete; duara	Ufunguo unaning'inia kwenye pete ya chuma.	halqa; dövrə	Açar metal halqadan asılıb.	halqa; aylana	Kalit metall halqaga osilgan.
4178:患	患	患	hastalıktan muzdarip olmak	Yüksek tansiyonu var ve düzenli kontrol yaptırması gerekiyor.	kuugua; kusumbuliwa na ugonjwa	Ana shinikizo la damu na anahitaji uchunguzi wa mara kwa mara.	xəstəliyə tutulmaq; əziyyət çəkmək	O, yüksək təzyiqdən əziyyət çəkir və müntəzəm yoxlanmalıdır.	chalinmoq; kasallikdan aziyat chekmoq	U yuqori qon bosimidan aziyat chekadi va muntazam tekshiruvdan o‘tishi kerak.
4181:黄	黄	黄	sarı; Huang soyadı	Huang, Çin'de yaygın bir soyadıdır.	njano; jina la ukoo Huang	Huang ni jina la ukoo la kawaida nchini China.	sarı; Huang soyadı	Huang Çində yayılmış soyaddır.	sariq; Huang familiyasi	Huang Xitoyda keng tarqalgan familiya.
4187:回头	回头	回头	arkaya dönmek; sonra	Arkasına dönüp bir kez baktı.	kugeuka nyuma; baadaye	Aligeuka nyuma na kutazama mara moja.	geri dönüb baxmaq; sonra	O, geri dönüb bir dəfə baxdı.	ortga qaramoq; keyin	U ortiga burilib bir marta qaradi.
4188:汇	汇	汇	havale etmek; birleşmek	Lütfen parayı bu hesaba havale edin.	kutuma fedha; kukusanyika	Tafadhali tuma pesa kwenye akaunti hii.	pul köçürmək; birləşmək	Zəhmət olmasa, pulu bu hesaba köçürün.	pul o‘tkazmoq; qo‘shilmoq	Iltimos, pulni shu hisobga o‘tkazing.
4190:绘画	绘画	绘画	resim yapmak; resim sanatı	Küçüklüğünden beri resim yapmayı sever.	kuchora; sanaa ya uchoraji	Amependa kuchora tangu utotoni.	rəsm çəkmək; rəssamlıq	O, uşaqlıqdan rəsm çəkməyi sevir.	rasm chizish; tasviriy san’at	U bolaligidan rasm chizishni yaxshi ko‘radi.
4191:会见	会见	会见	görüşmek; kabul etmek	Okul müdürü ziyarete gelen temsilcilerle görüştü.	kukutana na; kupokea	Mkuu wa shule alikutana na wawakilishi waliotembelea.	görüşmək; qəbul etmək	Məktəb direktoru gələn nümayəndələrlə görüşdü.	uchrashmoq; qabul qilmoq	Maktab direktori tashrif buyurgan vakillar bilan uchrashdi.
4192:汇款	汇款	汇款	para havale etmek; havale	Bu sabah sana parayı havale ettim.	kutuma pesa; fedha zilizotumwa	Nimekutumia pesa asubuhi hii.	pul köçürmək; pul köçürməsi	Mən səhər sənə pul köçürmüşəm.	pul o‘tkazmoq; pul o‘tkazmasi	Men ertalab sizga pul o‘tkazdim.
4194:混	混	混	karıştırmak; idare etmek	Farklı renkteki kıyafetleri birlikte yıkama.	kuchanganya; kujikimu	Usichanganye nguo za rangi tofauti wakati wa kufua.	qarışdırmaq; birtəhər dolanmaq	Müxtəlif rəngli paltarları birlikdə yumayın.	aralashtirmoq; kun ko‘rmoq	Turli rangdagi kiyimlarni birga yuvmang.
4200:火灾	火灾	火灾	yangın felaketi	Yangın çıktıktan sonra sakinler hızla tahliye edildi.	janga la moto	Baada ya moto kuzuka, wakazi waliondoka haraka.	yanğın	Yanğın baş verdikdən sonra sakinlər tez təxliyə olundu.	yong‘in	Yong‘in chiqqandan keyin aholi tez evakuatsiya qilindi.
4202:货车	货车	货车	kamyon; yük aracı	Kamyon meyveleri pazara götürdü.	lori; gari la mizigo	Lori lilipeleka matunda sokoni.	yük maşını	Yük maşını meyvələri bazara çatdırdı.	yuk mashinasi	Yuk mashinasi mevalarni bozorga yetkazdi.
4203:击败	击败	击败	yenmek; mağlup etmek	Finalde güçlü bir takımı yendiler.	kushinda; kumshinda	Waliishinda timu yenye nguvu katika fainali.	məğlub etmək	Onlar finalda güclü komandanı məğlub etdilər.	mag‘lub etmoq	Ular finalda kuchli jamoani mag‘lub etdi.
4205:机动车	机动车	机动车	motorlu taşıt	Bu yolda motorlu taşıt geçişi yasaktır.	gari lenye injini; chombo cha moto	Magari yenye injini hayaruhusiwi kupita kwenye barabara hii.	motorlu nəqliyyat vasitəsi	Bu yolda motorlu nəqliyyat vasitələrinin keçməsi qadağandır.	motorli transport vositasi	Bu yo‘lda motorli transport vositalari yurishi taqiqlangan.
4214:机制	机制	机制	mekanizma; sistem	Şirket yeni bir ödül mekanizması kurdu.	utaratibu; mfumo	Kampuni ilianzisha mfumo mpya wa zawadi.	mexanizm; sistem	Şirkət yeni mükafat mexanizmi qurdu.	mexanizm; tizim	Kompaniya yangi mukofotlash mexanizmini yaratdi.
4217:急救	急救	急救	ilk yardım; acil müdahale	Temel ilk yardım bilgisi öğrendi.	huduma ya kwanza; matibabu ya dharura	Amejifunza maarifa ya msingi ya huduma ya kwanza.	ilkin yardım; təcili yardım	O, əsas ilkin yardım biliklərini öyrənib.	birinchi yordam; shoshilinch yordam	U asosiy birinchi yordam bilimlarini o‘rgangan.
4220:极为	极为	极为	son derece; çok	Bu görev son derece önemlidir.	sana; kwa kiwango cha juu	Kazi hii ni muhimu sana.	son dərəcə; çox	Bu tapşırıq son dərəcə vacibdir.	nihoyatda; juda	Bu vazifa nihoyatda muhim.
4227:技艺	技艺	技艺	beceri; zanaat	Bu yaşlı kişi geleneksel zanaatı korudu.	ustadi; ufundi	Mzee huyu amehifadhi ufundi wa jadi.	bacarıq; sənət	Bu yaşlı insan ənənəvi sənəti qoruyub saxlayıb.	mahorat; hunar	Bu keksa odam an’anaviy hunarni saqlab qolgan.
4228:夹	夹	夹	tutturmak; arasına koymak	Lütfen fotoğrafı belgenin arasına koyun.	kubana; kuweka katikati	Tafadhali weka picha ndani ya faili.	sıxmaq; arasına qoymaq	Zəhmət olmasa, şəkli sənədin arasına qoyun.	qistirmoq; orasiga qo‘ymoq	Iltimos, suratni hujjat orasiga qistiring.
4229:加倍	加倍	加倍	iki katına çıkarmak; artırmak	Sınavdan önce çabasını iki katına çıkardı.	kuongeza maradufu	Kabla ya mtihani, aliongeza juhudi zake maradufu.	ikiqat artırmaq; daha da artırmaq	İmtahandan əvvəl səylərini ikiqat artırdı.	ikki baravar oshirmoq	Imtihondan oldin u harakatini ikki baravar oshirdi.
4231:家家户户	家家户户	家家户户	her ev; bütün haneler	Bahar Bayramı'nda her ev bahar beyitleri asar.	kila kaya; kila nyumba	Wakati wa Sikukuu ya Masika, kila kaya hubandika couplets za masika.	hər ev; bütün ailələr	Bahar bayramında hər ev yaz cütlükləri asır.	har bir xonadon	Bahor bayramida har bir xonadon bahor yozuvlarini osadi.
4233:家居	家居	家居	ev yaşamı; ev eşyaları	Bu mağaza ev ürünleri satıyor.	maisha ya nyumbani; vifaa vya nyumbani	Duka hili huuza vifaa vya nyumbani.	ev yaşayışı; ev əşyaları	Bu dükan ev əşyaları satır.	uy jihozlari; uy turmushi	Bu do‘kon uy jihozlarini sotadi.
4235:加以	加以	加以	uygulamak; ele almak	Bu sorunun ele alınması gerekiyor.	kutekeleza; kushughulikia	Suala hili linahitaji kushughulikiwa.	həyata keçirmək; həll etmək	Bu məsələ həll edilməlidir.	amalga oshirmoq; ko‘rib chiqmoq	Bu masalani hal qilish kerak.
4236:家园	家园	家园	yuva; vatan	Evlerini birlikte koruyorlar.	makazi; nchi ya nyumbani	Wanalinda makazi yao pamoja.	ocaq; vətən	Onlar öz yurdlarını birlikdə qoruyurlar.	uy-joy; vatan	Ular o‘z uy-joyini birga himoya qiladi.
4237:加重	加重	加重	ağırlaştırmak; artırmak	Geç yatmak yorgunluğu artırır.	kuzidisha; kuongeza	Kukesha usiku huzidisha uchovu.	ağırlaşdırmaq; artırmaq	Gec yatmaq yorğunluğu artırır.	og‘irlashtirmoq; kuchaytirmoq	Kech uxlash charchoqni kuchaytiradi.
4240:尖	尖	尖	sivri; uç	Bu kalemin ucu kırıldı.	mkali; ncha	Ncha ya penseli hii imevunjika.	iti; uc	Bu qələmin ucu qırıldı.	o‘tkir; uch	Bu qalamning uchi sindi.
4242:监测	监测	监测	izlemek; denetlemek	Personel hava kalitesini izliyor.	kufuatilia; kupima	Wafanyakazi wanafuatilia ubora wa hewa.	monitorinq etmək; izləmək	İşçilər hava keyfiyyətini izləyirlər.	monitoring qilmoq; kuzatmoq	Xodimlar havo sifatini kuzatmoqda.
4248:艰辛	艰辛	艰辛	zor; meşakkatli	İş kurma süreci çok meşakkatli.	ngumu; yenye taabu	Mchakato wa kuanzisha biashara ni mgumu sana.	çətin; zəhmətli	Biznes qurma prosesi çox çətindir.	mashaqqatli; qiyin	Tadbirkorlik boshlash jarayoni juda mashaqqatli.
4251:检测	检测	检测	test etmek; incelemek	Mühendis makinenin sıcaklığını test etti.	kupima; kukagua	Mhandisi alipima joto la mashine.	yoxlamaq; test etmək	Mühəndis maşının temperaturunu yoxladı.	tekshirmoq; sinamoq	Muhandis mashinaning haroratini tekshirdi.
4253:简介	简介	简介	kısa tanıtım	Lütfen önce dersin kısa tanıtımını okuyun.	utangulizi mfupi	Tafadhali soma kwanza utangulizi mfupi wa kozi.	qısa təqdimat	Zəhmət olmasa, əvvəlcə kursun qısa təqdimatını oxuyun.	qisqa tanishtiruv	Iltimos, avval kursning qisqa tavsifini o‘qing.
4254:减弱	减弱	减弱	zayıflamak; azaltmak	Gece rüzgâr yavaş yavaş zayıfladı.	kupungua; kudhoofika	Usiku nguvu ya upepo ilipungua polepole.	zəifləmək; azaltmaq	Gecə küləyin gücü tədricən azaldı.	pasaymoq; zaiflashmoq	Tunda shamol kuchi asta-sekin pasaydi.
4255:减压	减压	减压	baskıyı azaltmak; stresi atmak	Egzersiz stres atmaya yardımcı olabilir.	kupunguza shinikizo; kupunguza msongo	Mazoezi yanaweza kusaidia kupunguza msongo.	təzyiqi azaltmaq; stressi azaltmaq	İdman stressi azaltmağa kömək edə bilər.	bosimni kamaytirmoq; stressni kamaytirmoq	Mashq stressni kamaytirishga yordam beradi.
4258:箭	箭	箭	ok	Ok uzaktaki hedefe doğru uçtu.	mshale	Mshale uliruka kuelekea shabaha ya mbali.	ox	Ox uzaqdakı hədəfə doğru uçdu.	o‘q	O‘q uzoqdagi nishonga tomon uchdi.
4263:建筑物	建筑物	建筑物	bina; yapı	Bu bina yüz yıllık bir tarihe sahip.	jengo; muundo	Jengo hili lina historia ya miaka mia moja.	bina; tikili	Bu binanın yüz illik tarixi var.	bino; inshoot	Bu bino yuz yillik tarixga ega.
4265:讲解	讲解	讲解	açıklamak; anlatım yapmak	Rehber eski şehrin tarihini anlatıyor.	kueleza; kutoa maelezo	Mwongoza watalii anaeleza historia ya mji wa kale.	izah etmək; şərh etmək	Bələdçi qədim şəhərin tarixini izah edir.	tushuntirmoq; sharhlamoq	Gid qadimiy shahar tarixini tushuntirmoqda.
4266:奖牌	奖牌	奖牌	madalya	Yarışmada altın madalya kazandı.	medali	Alishinda medali ya dhahabu katika mashindano.	qızıl medal; medal	O, yarışda qızıl medal qazandı.	oltin medal; medal	U musobaqada oltin medal oldi.
4267:奖品	奖品	奖品	ödül; armağan	Etkinlik bittikten sonra ödüller verilecek.	zawadi	Baada ya shughuli kumalizika, zawadi zitatolewa.	mükafat; hədiyyə	Tədbir bitdikdən sonra mükafatlar veriləcək.	mukofot; sovrin	Tadbir tugagach, mukofotlar beriladi.
4268:酱	酱	酱	sos; ezme	Eriştelere biraz sos eklemek onları daha lezzetli yapar.	mchuzi; rojo	Kuongeza mchuzi kidogo kwenye tambi huzifanya ziwe tamu zaidi.	sous; pasta	Əriştəyə bir az sous əlavə etmək onu daha dadlı edir.	sous; pasta	Lag‘monga biroz sous qo‘shilsa, yanada mazali bo‘ladi.
4270:胶带	胶带	胶带	bant	Lütfen kutuyu bantla iyice kapatın.	mkanda wa gundi	Tafadhali funga sanduku vizuri kwa mkanda wa gundi.	yapışqan lent	Zəhmət olmasa, qutunu yapışqan lentlə bağlayın.	skotch; yopishqoq lenta	Iltimos, qutini skotch bilan yaxshilab yoping.
4273:焦虑	焦虑	焦虑	kaygılı; kaygı	Sınavdan önce çok kaygılı hissetti.	wasiwasi; kuwa na wasiwasi	Alihisi wasiwasi sana kabla ya mtihani.	narahat; təşviş	İmtahandan əvvəl o çox narahat idi.	xavotir; tashvish	Imtihondan oldin u juda xavotirlandi.
4275:交谈	交谈	交谈	konuşmak; sohbet etmek	Kafede uzun süre sohbet ettiler.	kuzungumza; kuongea	Walizungumza kwa muda mrefu katika mkahawa.	söhbət etmək; danışmaq	Onlar kafedə uzun müddət söhbət etdilər.	suhbatlashmoq; gaplashmoq	Ular kafeda uzoq suhbatlashdi.
4276:郊外	郊外	郊外	banliyö; şehir dışı	Hafta sonu şehir dışında yürüyüşe çıktık.	viunga vya mji; nje ya mji	Mwishoni mwa wiki tulienda kutembea nje ya mji.	şəhərətrafı; şəhər kənarı	Həftə sonu şəhər kənarında gəzməyə getdik.	shahar atrofi; chekka joy	Dam olish kuni biz shahar atrofiga sayrga bordik.
