simplified	KM	example_KM
航天	អវកាសចរណ៍	វិស័យអវកាសចរណ៍ចិនកំពុងអភិវឌ្ឍយ៉ាងលឿន។
航行	ធ្វើដំណើរតាមសមុទ្រ	នាវាកំពុងធ្វើដំណើរលើសមុទ្រ។
行列	ជួរ; ក្រុម	នាងបានចូលរួមក្នុងក្រុមអ្នកស្ម័គ្រចិត្ត។
毫米	មីលីម៉ែត្រ	កញ្ចក់នេះក្រាស់ប្រាំមីលីម៉ែត្រ។
毫无	គ្មានទាល់តែសោះ	ការពន្យល់របស់គាត់គ្មានមូលដ្ឋានទាល់តែសោះ។
豪迈	ក្លាហានមុតមាំ	សំឡេងច្រៀងរបស់គាត់ក្លាហាននិងមានថាមពល។
号召	អំពាវនាវ	រដ្ឋាភិបាលអំពាវនាវឲ្យមនុស្សគ្រប់គ្នាសន្សំសំចៃទឹក។
耗费	ចំណាយអស់	គម្រោងនេះបានចំណាយអស់មូលនិធិច្រើន។
呵	ស្រែកស្តី	ឪពុកស្រែកស្តីមួយម៉ាត់ ក្មេងក៏ឈប់ភ្លាម។
合并	បញ្ចូលគ្នា	ក្រុមហ៊ុនពីរគ្រោងបញ្ចូលគ្នាឆ្នាំក្រោយ។
合成	សំយោគ	សម្ភារៈប្រភេទនេះអាចសំយោគដោយសិប្បនិម្មិត។
合伙	សហការជាដៃគូ	ពួកគេសហការជាដៃគូបើកភោជនីយដ្ឋានមួយ។
合算	ចំណេញជាង	ជិះឡានក្រុងចំណេញជាងជិះតាក់ស៊ី។
和蔼	ស្លូតបូតរួសរាយ	គ្រូពេទ្យរូបនេះនិយាយស្លូតបូតរួសរាយ។
和解	ផ្សះផ្សា	ភាគីទាំងពីរចុងក្រោយបានឈានដល់ការផ្សះផ្សា។
和睦	សុខដុមរមនា	អ្នកជិតខាងរស់នៅជាមួយគ្នាយ៉ាងសុខដុមរមនា។
和气	រួសរាយរាក់ទាក់	ថៅកែប្រព្រឹត្តចំពោះមនុស្សយ៉ាងរួសរាយរាក់ទាក់។
和谐	សុខដុម	តន្ត្រីបានធ្វើឲ្យបរិយាកាសកាន់តែសុខដុម។
嘿	ហេ៎	ហេ៎ អ្នកបានឮទេ?
痕迹	ស្នាម	លើដីនៅសល់ស្នាមកង់រថយន្ត។
狠心	ចិត្តរឹង	គាត់ចិត្តរឹង បដិសេធសំណើរបស់មិត្ត។
恨不得	ចង់ខ្លាំងណាស់	ខ្ញុំចង់ត្រឡប់ទៅផ្ទះសម្រាកភ្លាមៗណាស់។
哼	ធ្វើសំឡេងហ៊ឹម	គាត់មិនសប្បាយចិត្ត ហើយធ្វើសំឡេងហ៊ឹមមួយ។
横	ផ្តេក	សូមគូរបន្ទាត់ផ្តេកមួយលើក្រដាស។
哄	ផ្ទុះសំណើច	មនុស្សគ្រប់គ្នាផ្ទុះសំណើចឡើង។
烘	ដុតឲ្យឆ្អិន	នំប៉័ងកំពុងដុតក្នុងឡ។
轰动	ធ្វើឲ្យភ្ញាក់ផ្អើលខ្លាំង	ព័ត៌មាននេះធ្វើឲ្យទូទាំងប្រទេសភ្ញាក់ផ្អើលខ្លាំង។
宏观	ទស្សនៈម៉ាក្រូ	យើងត្រូវវិភាគសេដ្ឋកិច្ចពីទស្សនៈម៉ាក្រូ។
宏伟	អស្ចារ្យធំមហិមា	ការរចនាស្ពាននេះអស្ចារ្យធំមហិមា។
洪水	ទឹកជំនន់	ទឹកជំនន់បានបំផ្លាញស្ពានពីរបី។
喉咙	បំពង់ក	គាត់និយាយច្រើនពេក បំពង់កឈឺបន្តិច។
吼	គ្រហឹមស្រែក	គាត់ស្រែកគ្រហឹមទៅទិសឆ្ងាយ។
候选	បេក្ខជន	នាងជាបេក្ខជនតំណាងឆ្នាំនេះ។
后代	ជំនាន់ក្រោយ	យើងត្រូវការពារបរិស្ថានសម្រាប់ជំនាន់ក្រោយ។
后顾之忧	កង្វល់ថ្ងៃក្រោយ	ប្រាក់ចំណូលមានស្ថិរភាពធ្វើឲ្យគាត់គ្មានកង្វល់ថ្ងៃក្រោយ។
后勤	ភស្តុភារ	ផ្នែកភស្តុភារទទួលខុសត្រូវផ្គត់ផ្គង់សម្ភារៈ។
呼唤	ហៅ	ម្តាយហៅកូននៅមាត់ទ្វារ។
呼啸	បក់គ្រហឹម	ខ្យល់ត្រជាក់បក់គ្រហឹមនៅក្រៅបង្អួច។
呼吁	អំពាវនាវ	អ្នកជំនាញអំពាវនាវឲ្យមនុស្សគ្រប់គ្នាកាត់បន្ថយការខ្ជះខ្ជាយ។
忽略	មើលរំលង	សូមកុំមើលរំលងលម្អិតនេះ។
湖泊	បឹង	តំបន់នេះមានបឹងធម្មជាតិជាច្រើន។
胡乱	ដោយមិនរៀបរយ	កុំដាក់របស់របរលើដីដោយមិនរៀបរយ។
胡须	ពុកមាត់ពុកចង្កា	ពុកមាត់ពុកចង្ការបស់គាត់ប្រែជាសទៅហើយ។
花瓣	ក្លែបផ្កា	បន្ទាប់ពីភ្លៀង ក្លែបផ្កាធ្លាក់ពេញដី។
花蕾	កូនផ្កា	និទាឃរដូវមានកូនផ្កាដុះលើមែកឈើ។
华丽	ស្រស់ស្អាតប្រណីត	សម្លៀកបំពាក់លើឆាកស្រស់ស្អាតប្រណីតណាស់។
华侨	ជនជាតិចិនរស់នៅបរទេស	ជនជាតិចិនរស់នៅបរទេសជាច្រើនត្រឡប់ស្រុកកំណើតដើម្បីវិនិយោគ។
划分	បែងចែក	គ្រូបានបែងចែកសិស្សជាបួនក្រុម។
化肥	ជីគីមី	កសិករដាក់ជីគីមីឲ្យដំណាំ។
化石	ហ្វូស៊ីល	សារមន្ទីរបានតាំងបង្ហាញហ្វូស៊ីលដាយណូស័រ។
化验	ពិនិត្យមន្ទីរពិសោធន៍	គ្រូពេទ្យឲ្យគាត់ទៅពិនិត្យឈាមនៅមន្ទីរពិសោធន៍។
化妆	តុបតែងមុខ	នាងកំពុងតុបតែងមុខមុនឡើងឆាក។
画蛇添足	បន្ថែមលើសធ្វើឲ្យខូច	បើបន្ថែមការពន្យល់ទៀត វានឹងបន្ថែមលើសធ្វើឲ្យខូច។
话筒	មីក្រូហ្វូន	ពិធីករបានហុចមីក្រូហ្វូនឲ្យទស្សនិកជន។
欢乐	ភាពរីករាយ	ទីលានក្នុងពិធីបុណ្យពោរពេញដោយភាពរីករាយ។
环节	ផ្នែកនៃដំណើរការ	ផ្នែកនីមួយៗនៃការបណ្តុះបណ្តាលសុទ្ធតែសំខាន់។
还原	ស្តារទៅសភាពដើម	សូមស្តារការកំណត់ទៅសភាពលំនាំដើម។
缓和	ធូរស្រាល	ទំនាក់ទំនងរវាងភាគីទាំងពីរធូរស្រាលបន្តិចម្តងៗ។
患者	អ្នកជំងឺ	គ្រូពេទ្យកំពុងសួរអំពីស្ថានភាពអ្នកជំងឺ។
荒凉	ស្ងាត់ជ្រងំ	ដីតំបន់នេះមើលទៅស្ងាត់ជ្រងំខ្លាំង។
荒谬	មិនសមហេតុផល	ការពន្យល់នេះស្តាប់ទៅមិនសមហេតុផលទេ។
荒唐	ហួសហេតុមិនគួរឲ្យជឿ	ការសម្រេចចិត្តរបស់គាត់ហួសហេតុពេក។
皇帝	អធិរាជ	អធិរាជរស់នៅក្នុងព្រះបរមរាជវាំងដ៏អស្ចារ្យ។
