hsk_key	source_word	simplified	CS	example_CS	SK	example_SK	HU	example_HU	RO	example_RO	BG	example_BG	HR	example_HR
3959:法定	法定	法定	zákonný; stanovený zákonem	O zákonných svátcích si všichni mohou odpočinout.	zákonný; stanovený zákonom	Počas zákonných sviatkov si všetci môžu oddýchnuť.	törvényes; jogszabályban előírt	Törvényes ünnepnapokon mindenki pihenhet.	legal; statutar	În zilele de sărbătoare legală, toată lumea se poate odihni.	законен; определен със закон	На законните празници всички могат да си починат.	zakonski; propisan zakonom	Na zakonske blagdane svi se mogu odmoriti.
3960:法官	法官	法官	soudce	Soudce vyhlásil rozsudek.	sudca	Sudca vyhlásil rozsudok.	bíró	A bíró kihirdette az ítéletet.	judecător	Judecătorul a anunțat verdictul.	съдия	Съдията обяви присъдата.	sudac	Sudac je objavio presudu.
3961:法规	法规	法规	zákony a předpisy	Firmy musí dodržovat předpisy na ochranu životního prostředí.	zákony a predpisy	Firmy musia dodržiavať predpisy na ochranu životného prostredia.	törvények és előírások	A vállalatoknak be kell tartaniuk a környezetvédelmi előírásokat.	legi și reglementări	Companiile trebuie să respecte reglementările de mediu.	закони и разпоредби	Компаниите трябва да спазват екологичните разпоредби.	zakoni i propisi	Tvrtke moraju poštovati propise o zaštiti okoliša.
3968:犯	犯	犯	spáchat; porušit	Udělal vážnou chybu.	spáchať; porušiť	Urobil vážnu chybu.	elkövetni; megsérteni	Súlyos hibát követett el.	a comite; a încălca	El a făcut o greșeală gravă.	извършвам; нарушавам	Той допусна сериозна грешка.	počiniti; prekršiti	Počinio je ozbiljnu pogrešku.
3969:方方面面	方方面面	方方面面	všechny aspekty	Tato reforma ovlivňuje všechny aspekty společnosti.	všetky aspekty	Táto reforma ovplyvňuje všetky aspekty spoločnosti.	minden szempont; minden terület	Ez a reform a társadalom minden területére hat.	toate aspectele	Această reformă afectează toate aspectele societății.	всички аспекти	Тази реформа засяга всички аспекти на обществото.	svi aspekti	Ova reforma utječe na sve aspekte društva.
3973:房价	房价	房价	ceny bydlení; ceny domů	Ceny bydlení jsou v tomto městě vysoké.	ceny bývania; ceny domov	Ceny bývania sú v tomto meste vysoké.	lakásárak; ingatlanárak	Ebben a városban magasak a lakásárak.	prețuri la locuințe	Prețurile locuințelor în acest oraș sunt ridicate.	цени на жилищата	Цените на жилищата в този град са високи.	cijene stanova; cijene nekretnina	Cijene nekretnina u ovom gradu su visoke.
3975:访谈	访谈	访谈	rozhovor; dělat interview	Novinář právě dělá rozhovor se spisovatelem.	rozhovor; robiť interview	Novinár práve robí rozhovor so spisovateľom.	interjú; interjút készíteni	Az újságíró éppen interjút készít az íróval.	interviu; a intervieva	Jurnalistul face un interviu cu scriitorul.	интервю; интервюирам	Журналистът прави интервю с писателя.	intervju; intervjuirati	Novinar upravo radi intervju s piscem.
3977:放飞	放飞	放飞	vypustit; nechat letět	Děti na trávě pouštějí draky.	vypustiť; nechať letieť	Deti na tráve púšťajú šarkany.	felengedni; reptetni	A gyerekek a füvön sárkányt eregetnek.	a lăsa să zboare; a elibera	Copiii înalță zmeie pe iarbă.	пускам да лети; освобождавам	Децата пускат хвърчила на тревата.	pustiti da leti; osloboditi	Djeca puštaju zmajeve na travi.
3978:飞速	飞速	飞速	rychle; závratnou rychlostí	Technologie se rozvíjí závratnou rychlostí.	rýchlo; závratnou rýchlosťou	Technológia sa rozvíja závratnou rýchlosťou.	rohamosan; nagy sebességgel	A technológia rohamosan fejlődik.	rapid; cu viteză mare	Tehnologia se dezvoltă rapid.	много бързо; с висока скорост	Технологиите се развиват много бързо.	vrlo brzo; velikom brzinom	Tehnologija se razvija velikom brzinom.
3979:肥	肥	肥	tučný; úrodný	Tato půda je úrodná a hodí se k pěstování zeleniny.	tučný; úrodný	Táto pôda je úrodná a hodí sa na pestovanie zeleniny.	kövér; termékeny	Ez a föld termékeny, alkalmas zöldségtermesztésre.	gras; fertil	Acest teren este fertil și potrivit pentru cultivarea legumelor.	тлъст; плодороден	Тази земя е плодородна и подходяща за отглеждане на зеленчуци.	debeo; plodan	Ova je zemlja plodna i pogodna za uzgoj povrća.
3980:肥胖	肥胖	肥胖	obézní; obezita	Obezita zvyšuje zdravotní rizika.	obézny; obezita	Obezita zvyšuje zdravotné riziká.	elhízott; elhízás	Az elhízás növeli az egészségügyi kockázatokat.	obez; obezitate	Obezitatea crește riscurile pentru sănătate.	затлъстял; затлъстяване	Затлъстяването увеличава здравните рискове.	pretilost; pretio	Pretilost povećava zdravstvene rizike.
3983:肺炎	肺炎	肺炎	zápal plic	Lékař řekl, že má zápal plic.	zápal pľúc	Lekár povedal, že má zápal pľúc.	tüdőgyulladás	Az orvos azt mondta, hogy tüdőgyulladása van.	pneumonie	Medicul a spus că are pneumonie.	пневмония	Лекарят каза, че има пневмония.	upala pluća	Liječnik je rekao da ima upalu pluća.
3984:分工	分工	分工	dělba práce	Rozdělení práce v týmu je velmi jasné.	deľba práce	Rozdelenie práce v tíme je veľmi jasné.	munkamegosztás	A csapattagok közötti munkamegosztás nagyon világos.	diviziunea muncii	Diviziunea muncii între membrii echipei este foarte clară.	разпределение на труда	Разпределението на задачите в екипа е много ясно.	podjela rada	Podjela rada među članovima tima vrlo je jasna.
3985:分级	分级	分级	třídit podle úrovně; klasifikovat	Tyto materiály je třeba rozdělit podle obtížnosti.	triediť podľa úrovne; klasifikovať	Tieto materiály treba rozdeliť podľa náročnosti.	szintezni; osztályozni	Ezeket az anyagokat nehézség szerint kell besorolni.	a clasifica pe niveluri	Aceste materiale trebuie clasificate după dificultate.	класифицирам по нива	Тези материали трябва да се класифицират според трудността.	razvrstati po razinama; klasificirati	Ove materijale treba razvrstati prema težini.
3986:分期	分期	分期	na splátky; po etapách	Zvolil platbu na splátky.	na splátky; po etapách	Vybral si platbu na splátky.	részletekben; szakaszokra bontva	A részletfizetést választotta.	în rate; pe etape	El a ales să plătească în rate.	на вноски; по етапи	Той избра плащане на вноски.	na rate; u fazama	Odabrao je plaćanje na rate.
3988:氛围	氛围	氛围	atmosféra	Atmosféra v kanceláři je uvolněná.	atmosféra	Atmosféra v kancelárii je uvoľnená.	légkör; hangulat	Az irodában laza a légkör.	atmosferă	Atmosfera din birou este relaxată.	атмосфера	Атмосферата в офиса е спокойна.	atmosfera	Atmosfera u uredu je opuštena.
3989:粉	粉	粉	prášek; mouka; růžová	Tento prášek lze použít na dort.	prášok; múka; ružová	Tento prášok možno použiť na tortu.	por; liszt; rózsaszín	Ezt a port sütemény készítésére lehet használni.	pulbere; făină; roz	Acest tip de pulbere poate fi folosit la prăjituri.	прах; брашно; розов	Този прах може да се използва за торта.	prah; brašno; ružičasta	Ova vrsta praha može se koristiti za kolače.
3993:风力	风力	风力	síla větru; větrná energie	U moře dnes fouká silný vítr.	sila vetra; veterná energia	Pri mori dnes silno fúka.	szélerő; szélenergia	Ma a tengerparton erős a szél.	forța vântului; energie eoliană	Astăzi vântul este puternic la mare.	сила на вятъра; вятърна енергия	Днес край морето вятърът е силен.	jačina vjetra; energija vjetra	Danas je uz more jak vjetar.
3995:风雨	风雨	风雨	vítr a déšť; těžkosti	I kdyby vítr a déšť byly silné, dorazil včas.	vietor a dážď; ťažkosti	Aj keby vietor a dážď boli silné, prišiel načas.	szél és eső; viszontagságok	Bármilyen erős volt a szél és az eső, időben megérkezett.	vânt și ploaie; greutăți	Oricât de puternice au fost vântul și ploaia, a ajuns la timp.	вятър и дъжд; трудности	Колкото и силни да бяха вятърът и дъждът, той пристигна навреме.	vjetar i kiša; teškoće	Bez obzira na vjetar i kišu, stigao je na vrijeme.
3998:服	服	服	uznat; podřídit se	Všichni uznávají jeho schopnosti.	uznať; podriadiť sa	Všetci uznávajú jeho schopnosti.	meggyőződni; behódolni	Mindenkit meggyőznek a képességei.	a fi convins; a se supune	Toți sunt convinși de abilitățile lui.	убеждавам се; подчинявам се	Всички признават способностите му.	biti uvjeren; pokoriti se	Svi priznaju njegove sposobnosti.
3999:浮	浮	浮	plavat; vznášet se	Listy plavou na hladině vody.	plávať; vznášať sa	Listy plávajú na hladine vody.	lebegni; úszni	A levelek a víz felszínén úsznak.	a pluti	Frunzele plutesc pe suprafața apei.	плувам; нося се	Листата плават по повърхността на водата.	plutati	Lišće pluta na površini vode.
4004:服用	服用	服用	užívat lék	Lék užívejte podle pokynů.	užívať liek	Liek užívajte podľa pokynov.	gyógyszert szedni	Kérjük, az utasítás szerint szedje a gyógyszert.	a lua medicament	Vă rog să luați medicamentul conform instrucțiunilor.	приемам лекарство	Моля, приемайте лекарството според указанията.	uzimati lijek	Molim vas, uzimajte lijek prema uputama.
4010:负面	负面	负面	negativní	Tato zpráva přinesla negativní dopad.	negatívny	Táto správa priniesla negatívny vplyv.	negatív	Ez a hír negatív hatást hozott.	negativ	Această știre a avut un impact negativ.	отрицателен; негативен	Тази новина донесе негативно влияние.	negativan	Ova je vijest imala negativan utjecaj.
4013:该2	该2	该	tento; uvedený	Tento projekt už skončil.	tento; uvedený	Tento projekt sa už skončil.	ez; említett	Az említett projekt már véget ért.	acest; menționat	Acest proiect s-a încheiat deja.	този; споменатият	Този проект вече приключи.	ovaj; navedeni	Navedeni projekt već je završio.
4014:改编	改编	改编	adaptovat; přepracovat	Tento film byl adaptován podle románu.	adaptovať; prepracovať	Tento film bol adaptovaný podľa románu.	átdolgozni; adaptálni	Ez a film egy regény alapján készült.	a adapta; a rescrie	Acest film a fost adaptat după un roman.	адаптирам; преработвам	Този филм е адаптиран по роман.	adaptirati; preraditi	Ovaj je film adaptiran prema romanu.
4015:改造	改造	改造	přestavět; přeměnit	Stará továrna byla přeměněna na knihovnu.	prestavať; premeniť	Stará továreň bola premenená na knižnicu.	átalakítani; felújítani	A régi gyárat könyvtárrá alakították.	a transforma; a renova	Vechea fabrică a fost transformată în bibliotecă.	преобразявам; ремонтирам	Старата фабрика беше преобразувана в библиотека.	preurediti; transformirati	Stara tvornica pretvorena je u knjižnicu.
4016:概率	概率	概率	pravděpodobnost	Pravděpodobnost úspěchu není vysoká.	pravdepodobnosť	Pravdepodobnosť úspechu nie je vysoká.	valószínűség	A siker valószínűsége nem magas.	probabilitate	Probabilitatea de succes nu este mare.	вероятност	Вероятността за успех не е висока.	vjerojatnost	Vjerojatnost uspjeha nije velika.
